num_functions,cyclomatic_complexity,num_loops,num_function_calls,num_memory_allocations,num_pointer_operations,num_exp_math_operations,power_mW
598,58,40,115,18,9,39,1778.2
540,29,20,78,14,9,23,2608.6
530,23,18,58,4,9,55,1978.0
569,50,33,97,20,9,47,416.4
582,55,41,101,8,9,41,411.0
584,45,31,108,14,9,77,4134.0
581,58,44,110,16,9,55,2586.3333333333335
580,44,30,101,16,9,37,283.6
594,51,40,115,10,9,73,1592.2
581,51,38,112,14,9,53,5705.4
566,37,28,94,6,9,33,805.6666666666666
566,33,26,89,4,9,19,369.75
582,42,31,100,8,9,29,671.0
548,29,22,78,8,9,29,258.75
595,50,37,123,18,9,45,4244.4
560,31,24,91,4,9,19,220.2
554,39,29,90,16,9,73,61.0
570,29,23,80,2,9,53,1624.0
578,34,26,95,10,9,31,4128.0
544,36,23,82,16,9,25,2744.0
572,46,34,103,16,9,43,20.0
557,38,26,88,16,9,37,1789.4
569,49,38,89,4,9,61,4240.2
554,33,26,77,6,9,63,2640.0
598,52,38,105,8,9,71,18.0
574,39,30,105,12,9,21,2236.5
594,58,43,114,10,9,55,213.0
598,60,41,107,16,9,49,16.0
587,43,33,110,14,9,35,2666.3333333333335
630,67,51,133,10,9,61,332.25
577,43,29,102,20,9,83,2233.5
585,46,29,118,18,9,33,218.8
567,56,39,95,20,9,83,21.666666666666668
581,37,31,102,2,9,47,2749.3333333333335
602,56,43,129,18,9,27,17.333333333333332
578,39,35,98,2,9,35,2263.75
592,44,32,116,14,9,65,825.2
560,46,33,84,12,9,33,1995.2
587,52,39,109,10,9,61,276.25
571,46,31,85,10,9,55,1807.6
557,32,20,90,14,9,29,1794.8
584,56,38,113,18,9,27,725.3333333333334
580,57,37,110,20,9,41,26.0
543,35,23,76,16,9,43,1790.6
559,27,22,83,4,9,31,212.6
585,58,40,105,18,9,39,20.333333333333332
567,44,29,92,14,9,23,2296.0
588,59,38,115,20,9,35,291.5
547,27,22,66,4,9,55,2391.6666666666665
585,54,40,104,14,9,53,16.0
559,45,35,89,14,9,53,3321.0
612,64,47,120,16,9,73,680.6
587,54,41,106,4,9,37,20.666666666666668
574,45,31,92,14,9,29,1839.5
565,31,22,91,12,9,33,69.66666666666667
566,47,34,96,6,9,27,4708.4
560,38,28,75,4,9,61,43.666666666666664
574,34,30,99,4,9,25,17.0
577,48,34,86,6,9,21,262.25
580,51,35,108,20,9,59,312.3333333333333
558,24,20,75,4,9,43,3361.75
547,33,23,72,6,9,15,481.6666666666667
590,47,38,109,10,9,73,270.5
564,23,19,86,4,9,31,419.0
571,45,33,92,6,9,63,87.33333333333333
546,22,18,72,4,9,49,1802.6
604,60,40,129,18,9,27,1133.75
560,38,27,77,2,9,29,38.333333333333336
560,39,28,82,6,9,39,89.0
574,44,30,96,14,9,41,280.5
598,71,51,112,20,9,83,37.666666666666664
561,37,29,70,2,9,59,2650.0
581,47,37,103,10,9,73,1982.4
547,36,25,81,6,9,33,1800.2
578,39,30,83,2,9,41,1795.4
541,32,21,76,16,9,61,2649.75
539,31,25,75,8,9,41,210.0
593,60,45,110,12,9,45,1813.8
576,45,31,101,12,9,27,200.66666666666666
562,44,35,83,8,9,59,1423.6
536,20,17,62,2,9,41,2751.6666666666665
620,66,49,126,14,9,77,16.666666666666668
557,40,30,92,6,9,39,1795.2
599,57,40,120,20,9,83,2689.6666666666665
554,38,27,91,16,9,25,2643.0
581,53,34,101,16,9,25,235.6
568,34,28,102,8,9,35,18.666666666666668
536,26,21,69,6,9,45,2589.3333333333335
566,37,30,92,8,9,17,3270.6666666666665
579,47,35,113,20,9,35,1881.0
556,37,25,88,10,9,25,2678.3333333333335
557,39,30,91,12,9,39,27.0
578,35,26,99,14,9,29,1800.0
558,31,28,75,2,9,59,2737.6666666666665
561,30,24,82,2,9,65,317.8
578,54,39,94,10,9,49,18.0
539,30,19,81,16,9,25,2247.25
560,37,25,82,6,9,27,2649.8
576,42,29,88,4,9,37,18.0
586,40,31,91,2,9,53,2424.3333333333335
570,38,27,105,14,9,41,19.333333333333332
531,23,17,57,2,9,17,2665.6666666666665
559,41,28,79,4,9,43,4535.6
603,57,44,113,8,9,41,285.25
565,31,22,86,12,9,21,1510.0
553,40,28,86,14,9,47,262.75
579,42,31,105,8,9,23,1806.8
561,35,29,93,4,9,25,3403.3333333333335
575,50,35,110,16,9,55,214.6
540,40,25,72,10,9,37,33.0
556,45,29,90,20,9,53,2657.0
538,35,25,69,10,9,37,19.0
576,54,41,95,6,9,63,5521.333333333333
578,54,35,107,18,9,69,24.333333333333332
576,42,32,96,12,9,57,2875.6666666666665
580,44,28,103,20,9,65,326.8
573,50,33,105,20,9,65,1808.4
569,39,30,77,2,9,47,3340.0
577,49,35,91,12,9,75,30.333333333333332
569,41,30,84,2,9,41,1922.2
598,54,41,105,12,9,75,987.6666666666666
616,65,50,123,10,9,73,266.25
559,34,29,79,2,9,47,4218.4
575,47,39,90,2,9,47,1827.6
557,47,29,88,16,9,55,2460.3333333333335
576,37,28,97,4,9,43,21.0
583,57,45,109,20,9,83,5728.2
539,29,23,77,8,9,41,278.5
592,55,37,111,14,9,35,2270.25
575,33,28,81,2,9,59,217.0
546,32,26,82,4,9,25,17.333333333333332
575,52,37,99,14,9,77,6613.666666666667
547,39,27,80,14,9,59,217.4
572,56,39,95,18,9,63,61.333333333333336
531,28,20,67,2,9,23,1803.4
557,18,15,72,2,9,29,2499.0
541,28,21,77,10,9,19,27.0
586,46,38,106,8,9,59,445.2
567,40,34,87,6,9,63,1792.6
596,55,40,115,20,9,71,4154.2
558,23,18,72,2,9,11,1061.0
585,45,35,96,6,9,51,211.0
523,26,19,53,4,9,31,592.6
561,49,33,100,14,9,41,4365.666666666667
543,28,22,74,8,9,29,21.333333333333332
572,34,24,91,14,9,77,546.2
595,56,43,110,10,9,55,16.666666666666668
558,31,26,77,4,9,19,134.33333333333334
598,60,43,101,12,9,57,3392.4
571,45,34,87,4,9,37,2328.0
580,53,38,92,12,9,75,225.2
581,51,38,103,12,9,75,50.666666666666664
590,53,39,107,8,9,35,2215.6666666666665
591,49,38,113,14,9,53,1062.2
563,52,35,103,20,9,29,1406.8
566,43,26,91,12,9,27,1022.6666666666666
571,52,34,92,16,9,55,2572.4
584,56,44,98,12,9,75,7137.2
617,59,45,124,8,9,71,45.0
572,41,29,100,16,9,43,2364.0
580,56,40,100,20,9,83,30.333333333333332
587,40,35,101,2,9,41,1811.0
590,53,36,105,16,9,25,3038.8
587,50,37,109,16,9,55,288.8
565,33,25,86,4,9,43,24.666666666666668
579,49,39,96,2,9,41,1566.2
543,34,25,69,2,9,53,1307.2
597,67,51,114,10,9,73,1109.0
543,31,25,71,2,9,29,626.75
585,57,43,107,8,9,53,1127.0
591,49,36,93,6,9,63,318.6666666666667
571,58,41,97,20,9,47,18.333333333333332
559,39,32,80,2,9,29,1007.3333333333334
569,48,33,101,18,9,45,1462.8
549,39,27,90,18,9,33,31.333333333333332
575,48,35,111,16,9,25,4160.4
554,30,25,82,4,9,37,2476.3333333333335
562,42,32,84,2,9,47,21.333333333333332
584,48,36,115,16,9,37,1804.8
574,43,34,105,12,9,51,5816.666666666667
555,36,26,78,10,9,49,222.6
574,45,31,106,20,9,41,15.333333333333334
588,41,33,107,8,9,71,3177.3333333333335
590,49,37,105,18,9,81,560.4
576,36,27,97,14,9,47,218.4
589,40,31,100,4,9,43,241.4
565,39,32,89,10,9,49,1802.6
543,26,22,81,4,9,19,4424.8
551,36,26,69,4,9,49,2667.6666666666665
567,41,33,93,12,9,57,210.8
597,53,40,99,4,9,49,58.0
585,47,38,103,10,9,55,6664.333333333333
556,30,22,76,2,9,35,214.4
563,33,24,89,12,9,21,52.0
566,48,35,77,4,9,49,2679.0
570,39,29,90,4,9,25,41.0
584,59,42,96,12,9,45,4573.0
580,48,33,98,14,9,29,47.0
561,52,35,85,12,9,63,1558.0
555,37,27,81,10,9,19,235.8
598,61,43,121,14,9,59,1734.8
568,42,28,97,18,9,45,4190.6
593,45,33,108,14,9,29,2672.0
559,46,29,92,16,9,31,23.666666666666668
585,43,32,102,14,9,77,1805.6
573,40,32,90,4,9,55,5250.0
560,35,28,88,8,9,59,48.0
607,58,43,107,10,9,73,2655.3333333333335
563,43,33,85,6,9,63,62.0
616,62,43,124,16,9,79,1944.8
564,34,26,87,10,9,67,1375.0
568,48,37,97,16,9,67,1478.6
578,43,32,101,6,9,21,14.0
561,40,27,89,8,9,41,456.2
581,51,37,106,18,9,69,3648.0
568,40,30,95,2,9,47,2687.6666666666665
573,55,36,96,20,9,47,212.4
546,31,23,77,8,9,47,22.333333333333332
588,50,37,102,6,9,45,2695.6666666666665
556,31,23,79,12,9,21,915.0
542,20,15,78,6,9,15,286.4
588,43,31,108,16,9,37,31.666666666666668
537,35,24,70,6,9,39,3055.6
564,38,29,89,8,9,59,2686.0
557,43,28,86,20,9,77,285.0
568,44,29,85,12,9,27,1828.6
575,48,35,104,14,9,23,1812.4
575,54,36,110,18,9,39,1276.6666666666667
589,43,35,108,4,9,49,45.0
545,36,23,76,14,9,41,1822.6
587,36,32,95,2,9,47,1606.6666666666667
601,53,40,103,6,9,69,4354.0
593,46,34,120,18,9,63,1817.8
588,45,38,100,4,9,67,2084.0
554,31,23,73,2,9,17,56.666666666666664
583,48,37,102,4,9,55,1041.3333333333333
606,59,42,129,20,9,29,2569.2
549,28,24,84,2,9,35,33.0
557,39,31,78,12,9,69,1545.0
561,41,29,101,14,9,35,17.333333333333332
563,46,36,96,12,9,39,2107.25
569,41,30,92,2,9,29,2779.4
567,45,27,95,16,9,43,35.0
596,54,44,113,12,9,63,2325.25
563,44,27,87,16,9,25,483.5
547,35,28,77,4,9,25,1946.6
583,45,31,108,12,9,51,2694.0
592,50,37,103,12,9,63,170.66666666666666
591,45,37,94,2,9,65,1831.8
575,52,37,101,12,9,21,2685.3333333333335
566,45,32,86,6,9,39,4605.4
561,42,31,80,4,9,31,20.666666666666668
535,44,25,75,20,9,41,1902.2
604,57,42,111,10,9,67,1826.4
562,44,31,88,8,9,35,2702.0
593,54,40,104,12,9,51,27.0
556,32,25,83,10,9,67,1807.4
581,46,37,105,6,9,39,1097.0
587,43,33,114,14,9,41,2129.4
538,37,25,69,6,9,21,1101.6
538,33,22,67,10,9,55,1820.0
587,62,47,105,20,9,83,70.66666666666667
573,43,27,96,18,9,33,14.666666666666666
581,50,35,94,8,9,23,3733.0
566,33,21,80,2,9,11,949.0
567,50,39,95,10,9,73,16.0
603,63,43,125,20,9,59,351.6666666666667
541,32,20,76,14,9,23,22.0
578,49,36,105,20,9,77,3864.0
568,40,29,80,6,9,69,1326.6666666666667
574,49,37,95,2,9,23,212.2
596,51,34,108,16,9,55,21.666666666666668
538,22,18,60,2,9,17,7405.0
572,37,28,94,14,9,41,226.2
588,56,44,113,16,9,73,1817.4
562,40,28,80,4,9,19,2699.6666666666665
577,41,35,94,2,9,59,24.666666666666668
571,42,28,93,18,9,39,2831.4
583,55,37,104,18,9,51,1827.0
570,36,28,93,8,9,41,1849.2
583,59,42,111,18,9,45,4263.6
612,58,43,122,8,9,71,380.6666666666667
560,41,28,76,8,9,23,347.8
562,39,33,85,6,9,27,771.3333333333334
572,50,35,102,12,9,45,4176.333333333333
572,44,34,90,6,9,51,228.2
563,36,28,86,4,9,37,332.6666666666667
606,67,47,122,20,9,83,509.0
583,51,39,112,16,9,55,307.0
566,47,32,87,12,9,75,4748.8
573,50,34,98,16,9,25,1828.8
577,32,25,106,8,9,17,1801.8
579,44,32,115,20,9,47,465.3333333333333
591,52,37,108,16,9,55,607.0
576,47,32,114,20,9,47,1806.8
547,37,28,82,8,9,23,1836.6
559,46,35,87,2,9,35,1141.0
576,47,33,95,6,9,39,527.0
570,37,26,95,18,9,45,20.0
572,48,37,95,8,9,47,434.0
588,44,39,96,2,9,59,28.0
585,53,39,118,20,9,65,3974.0
589,61,48,111,10,9,73,305.75
584,47,36,105,8,9,65,2985.0
584,61,40,108,20,9,71,226.2
590,48,38,110,8,9,65,39.0
587,49,34,115,18,9,27,6610.0
556,42,32,82,4,9,19,246.0
577,46,36,91,10,9,67,36.0
573,59,40,102,16,9,61,1841.0
603,65,49,126,20,9,77,7392.333333333333
597,51,40,101,12,9,75,221.6
547,34,22,80,16,9,31,32.666666666666664
595,52,41,119,18,9,63,2719.6666666666665
543,36,23,75,16,9,25,215.4
568,48,31,97,12,9,51,95.66666666666667
564,41,28,85,4,9,43,2600.3333333333335
553,45,30,78,12,9,21,344.6
574,52,40,93,2,9,59,17.333333333333332
563,37,27,78,4,9,49,3922.4
590,48,33,110,12,9,57,1138.6666666666667
573,45,32,95,6,9,45,18.0
572,33,29,95,4,9,49,1819.6666666666667
597,65,44,114,20,9,59,20.333333333333332
585,56,37,100,18,9,45,5192.0
545,43,26,72,12,9,51,217.4
593,55,41,113,10,9,61,260.0
552,35,29,81,6,9,51,1870.2
545,33,24,85,12,9,27,4271.666666666667
564,34,26,90,2,9,23,269.0
590,55,38,113,12,9,33,2734.3333333333335
593,44,38,93,2,9,65,220.0
561,43,32,94,10,9,31,18.666666666666668
606,58,42,131,20,9,77,3929.0
577,49,35,106,20,9,53,588.6666666666666
564,47,30,94,18,9,51,1892.8
572,41,32,100,12,9,63,3021.0
599,58,40,117,20,9,29,42.333333333333336
570,40,29,105,14,9,53,4637.4
569,38,30,95,6,9,57,439.6666666666667
557,44,32,98,20,9,35,736.0
596,54,39,109,10,9,37,2020.4
579,49,37,108,20,9,71,907.3333333333334
578,56,41,104,16,9,79,4449.666666666667
600,54,41,106,14,9,77,1864.4
602,48,39,111,10,9,61,215.6
557,32,25,86,2,9,23,19.333333333333332
563,32,24,88,2,9,23,2714.3333333333335
564,44,29,89,8,9,23,666.8
582,57,38,113,16,9,31,228.8
565,40,28,84,8,9,29,20.0
577,40,28,92,8,9,47,3624.2
598,58,38,120,18,9,39,1833.6666666666667
576,52,41,96,4,9,31,563.6
548,33,21,80,18,9,45,655.2
567,38,31,92,4,9,49,2379.6666666666665
549,29,22,89,6,9,27,1372.5
588,50,38,111,20,9,71,18.333333333333332
575,42,29,102,12,9,39,876.8
535,31,18,63,4,9,13,2120.5
572,32,27,102,6,9,15,2439.2
555,31,27,80,4,9,61,212.8
582,32,27,97,4,9,31,16.0
580,45,37,98,6,9,27,1831.0
566,45,32,79,8,9,35,2780.3333333333335
596,56,39,124,20,9,71,18.666666666666668
579,58,42,99,16,9,55,1823.8
587,43,31,95,10,9,55,2744.6666666666665
570,45,36,95,14,9,71,3923.6666666666665
569,59,42,100,16,9,37,2308.5
563,52,35,90,20,9,77,265.6
568,38,29,89,8,9,29,53.0
596,62,44,115,14,9,65,2319.3333333333335
576,43,29,103,12,9,27,2584.2
586,53,36,110,16,9,61,16.666666666666668
585,40,33,99,4,9,25,2156.0
552,45,27,82,16,9,25,182.0
583,57,36,107,20,9,65,1974.8
573,48,35,89,6,9,63,2843.3333333333335
584,58,41,112,12,9,51,892.5
591,46,36,99,2,9,65,2590.5
576,49,34,96,18,9,45,415.2
573,57,44,98,16,9,67,27.0
568,30,25,90,4,9,55,1359.0
582,51,41,95,2,9,35,227.4
595,62,46,120,16,9,79,14.0
564,41,31,78,4,9,55,1078.3333333333333
570,57,40,101,12,9,45,2184.8
541,34,25,70,8,9,17,17.333333333333332
582,47,38,113,14,9,47,1877.4
595,48,37,104,16,9,79,1918.6666666666667
572,40,32,104,10,9,37,48.333333333333336
581,48,36,91,2,9,53,2733.4
558,44,31,71,4,9,61,1198.0
563,42,33,75,2,9,65,219.4
569,34,29,79,4,9,61,2717.0
574,40,29,98,16,9,25,2516.4
560,53,36,86,14,9,41,17.333333333333332
582,49,36,110,18,9,69,1834.0
584,51,35,104,20,9,59,1844.8
552,41,31,76,10,9,31,2842.6666666666665
572,43,30,97,12,9,33,19.0
580,38,31,104,10,9,43,2740.0
582,51,37,103,6,9,33,529.2
571,46,33,94,12,9,51,697.0
571,40,32,99,10,9,61,2805.3333333333335
541,27,22,68,4,9,19,19.333333333333332
599,51,36,105,8,9,47,1853.2
585,49,37,104,8,9,35,2765.3333333333335
581,43,33,87,2,9,65,2277.6
588,37,32,107,4,9,49,18.666666666666668
587,49,36,119,18,9,57,1842.8
572,37,30,98,10,9,43,2759.6666666666665
603,56,45,107,2,9,65,18.0
597,46,40,109,6,9,69,4987.333333333333
565,47,33,83,6,9,33,335.25
539,30,18,63,6,9,21,1860.4
576,42,33,97,2,9,47,2754.3333333333335
574,28,22,81,2,9,41,22.0
566,24,19,81,2,9,65,4475.75
572,44,34,90,6,9,39,567.0
595,49,35,113,6,9,63,16.666666666666668
572,45,39,97,6,9,63,1658.0
573,52,38,89,12,9,45,2891.0
552,43,28,77,12,9,69,216.2
580,45,33,97,8,9,47,985.4
581,51,38,99,12,9,57,431.3333333333333
558,42,32,87,16,9,37,127.33333333333333
588,59,39,111,20,9,83,2013.25
580,48,36,90,4,9,49,1835.6
576,42,30,104,8,9,17,141.33333333333334
581,50,39,110,14,9,65,223.6
593,51,36,125,20,9,35,22.0
571,53,37,104,18,9,33,207.33333333333334
621,68,47,136,20,9,53,18.666666666666668
567,35,27,89,12,9,21,1797.2
570,39,31,78,2,9,29,2025.2
586,49,36,103,18,9,45,233.2
562,49,31,95,16,9,43,18.666666666666668
557,42,29,76,6,9,27,2715.3333333333335
531,25,21,71,4,9,37,19.333333333333332
585,44,30,102,6,9,15,4051.8
589,55,38,108,18,9,45,2655.6666666666665
580,39,32,101,4,9,37,19.0
585,52,41,109,14,9,41,1855.3333333333333
589,50,32,104,16,9,49,21.0
572,46,32,99,14,9,41,4543.6
543,28,21,67,2,9,29,2310.6666666666665
581,42,30,109,10,9,49,232.4
578,60,42,109,18,9,81,18.666666666666668
588,36,29,108,8,9,29,2454.3333333333335
614,53,43,123,8,9,71,870.8
563,40,27,91,16,9,67,1921.6
576,51,39,96,10,9,25,2761.0
600,59,43,121,20,9,71,23.666666666666668
563,45,32,85,4,9,25,4937.4
615,59,47,112,4,9,67,3308.6666666666665
590,44,34,112,8,9,59,212.4
548,30,22,66,2,9,11,715.75
586,56,41,113,18,9,81,14.666666666666666
597,51,39,115,8,9,47,4010.75
591,54,43,108,6,9,39,2009.4
567,37,29,93,12,9,57,1351.4
579,60,42,112,16,9,31,791.6
549,30,20,72,8,9,17,958.6
588,61,44,111,20,9,71,289.2
560,42,36,80,2,9,47,215.0
557,35,29,88,2,9,23,7337.666666666667
572,39,29,97,12,9,21,2132.0
546,27,19,77,12,9,21,451.4
585,57,41,104,10,9,31,20.0
578,38,27,101,16,9,55,3849.6
560,44,32,78,6,9,57,2053.4
577,56,40,102,16,9,49,513.3333333333334
580,52,35,96,16,9,67,19.333333333333332
577,46,34,109,16,9,43,20.0
577,48,35,117,20,9,53,3085.8
551,49,31,89,20,9,29,186.66666666666666
571,38,31,88,2,9,47,17.0
555,44,34,83,6,9,63,493.2
575,44,34,102,8,9,71,1177.0
559,29,21,80,10,9,19,41.0
574,42,32,89,12,9,39,365.8
576,44,33,102,10,9,67,48.666666666666664
560,26,23,82,2,9,11,18.666666666666668
575,55,36,97,16,9,67,243.33333333333334
595,63,46,107,14,9,65,2030.4
578,36,24,105,18,9,33,356.6666666666667
615,62,45,129,16,9,73,221.2
583,46,34,103,14,9,35,4324.8
588,51,36,120,18,9,45,20.666666666666668
551,40,27,88,20,9,65,1444.0
546,28,18,76,8,9,17,222.4
606,50,40,125,14,9,71,1971.0
574,34,25,97,12,9,51,2811.3333333333335
576,48,37,105,12,9,21,214.2
577,43,32,102,18,9,75,24.333333333333332
564,46,34,107,20,9,59,2487.5
555,48,30,80,14,9,23,3185.4
575,52,35,92,16,9,73,18.666666666666668
588,52,39,107,4,9,55,1984.0
565,41,33,98,10,9,67,566.4
551,38,23,93,20,9,35,659.3333333333334
593,47,33,114,12,9,45,2789.0
557,33,24,83,8,9,53,215.2
609,47,41,118,6,9,69,21.333333333333332
557,38,27,85,10,9,61,1897.4
571,41,30,91,6,9,39,5978.8
599,45,36,115,8,9,41,18.666666666666668
596,59,40,116,20,9,59,607.6666666666666
569,38,28,92,16,9,73,20.666666666666668
589,44,34,102,16,9,73,1092.0
525,20,13,55,4,9,13,2776.3333333333335
612,56,41,122,14,9,65,937.2
564,37,29,84,2,9,35,339.3333333333333
570,43,33,102,16,9,61,134.33333333333334
570,39,30,90,6,9,27,1117.5
580,36,25,88,4,9,43,4374.8
574,37,25,111,16,9,25,382.3333333333333
562,40,28,87,16,9,67,19.0
551,44,30,97,18,9,33,35.0
603,64,47,127,18,9,81,211.4
571,52,39,101,14,9,65,22.333333333333332
583,53,36,112,14,9,53,419.0
560,30,25,89,6,9,39,216.6
568,30,22,90,12,9,69,684.8
597,56,37,112,18,9,27,29.0
561,28,21,89,4,9,31,15.333333333333334
528,25,18,62,10,9,49,730.3333333333334
572,44,31,81,4,9,49,572.25
567,41,34,75,2,9,53,215.2
563,33,26,82,10,9,61,23.666666666666668
608,59,44,126,14,9,77,538.6666666666666
560,40,30,81,10,9,49,20.0
582,38,33,101,4,9,55,185.66666666666666
559,47,35,95,16,9,61,209.8
570,55,34,99,20,9,41,21.666666666666668
574,35,27,105,8,9,41,563.3333333333334
580,38,31,93,8,9,53,225.0
544,31,22,88,14,9,23,17.333333333333332
596,53,41,98,4,9,67,614.0
584,51,42,103,12,9,75,731.6
558,50,35,87,16,9,37,20.333333333333332
585,60,42,108,18,9,75,1905.8
571,45,35,105,14,9,59,2481.3333333333335
589,60,43,108,12,9,51,264.8
586,42,29,109,14,9,35,18.0
536,31,23,76,12,9,51,2316.0
609,60,44,112,10,9,73,19.333333333333332
612,66,46,125,20,9,59,1505.3333333333333
604,48,40,114,4,9,67,1376.0
567,45,31,99,18,9,27,2046.0
556,32,26,71,4,9,49,213.4
578,46,32,97,8,9,29,320.75
572,54,40,94,14,9,77,730.0
577,53,38,88,10,9,61,6373.0
579,51,38,103,10,9,49,2052.0
578,60,44,107,20,9,53,1641.3333333333333
567,53,35,99,16,9,37,272.75
588,55,38,107,18,9,81,2331.75
582,46,32,109,18,9,39,2449.3333333333335
575,61,43,101,14,9,65,1973.0
566,36,24,79,4,9,49,2847.0
556,32,22,87,14,9,23,211.6
558,31,24,87,6,9,21,1234.3333333333333
599,68,49,121,16,9,79,2810.6666666666665
587,43,33,107,10,9,67,20.666666666666668
561,57,38,96,20,9,41,2581.0
589,55,40,117,16,9,49,23.333333333333332
584,48,38,106,10,9,73,1687.0
556,41,29,89,12,9,69,2864.6
597,58,38,115,20,9,35,2824.6666666666665
560,46,30,82,10,9,43,285.0
552,37,23,86,20,9,41,39.0
569,54,36,102,14,9,47,20.0
589,61,42,110,18,9,27,2696.8
546,28,22,73,8,9,35,20.0
587,49,39,111,10,9,73,40.0
585,36,29,94,4,9,55,26.666666666666668
597,61,44,122,16,9,61,1845.6
575,55,40,95,10,9,43,75.66666666666667
590,51,37,107,20,9,65,433.0
588,49,36,104,14,9,77,1047.25
579,53,36,106,12,9,33,217.0
574,46,35,85,4,9,61,2746.0
574,43,34,97,6,9,57,2897.8
564,51,35,98,12,9,39,21.333333333333332
583,48,36,94,6,9,21,2383.25
563,34,24,86,14,9,23,213.0
571,40,32,90,12,9,33,4713.0
584,50,35,110,16,9,67,2802.0
574,35,27,81,2,9,41,231.4
572,30,23,88,8,9,23,17.333333333333332
575,51,37,105,16,9,25,2779.6666666666665
563,37,28,88,12,9,45,3675.75
560,31,27,88,4,9,67,1888.4
590,58,42,120,20,9,35,2797.3333333333335
560,37,25,88,14,9,59,115.66666666666667
595,63,44,120,16,9,79,1878.0
583,52,33,109,20,9,53,2892.3333333333335
607,59,44,124,14,9,65,21.333333333333332
547,44,27,73,12,9,33,2904.6666666666665
576,41,34,107,10,9,55,213.6
575,40,34,98,6,9,39,6258.333333333333
567,42,31,89,14,9,53,1940.6
586,45,32,98,10,9,37,2811.6666666666665
604,56,41,116,10,9,31,16.666666666666668
540,38,24,76,12,9,33,1886.0
566,30,24,81,6,9,51,1894.2
583,44,34,106,8,9,35,2809.6666666666665
572,35,25,92,14,9,23,17.666666666666668
553,34,22,82,16,9,25,2763.0
548,38,26,82,12,9,27,75.0
600,57,39,117,18,9,81,3123.6666666666665
573,44,37,97,6,9,57,16.666666666666668
560,29,24,72,2,9,17,2338.5
567,35,26,91,4,9,19,212.6
594,51,40,114,8,9,71,18.0
598,56,42,123,18,9,81,3537.3333333333335
581,51,37,105,16,9,43,223.6
577,57,40,108,20,9,59,1465.3333333333333
575,41,30,85,2,9,11,264.25
584,56,42,111,18,9,69,956.4
570,51,39,87,2,9,35,428.0
586,54,42,114,20,9,77,15.333333333333334
601,59,39,128,20,9,47,1091.3333333333333
597,66,45,124,20,9,47,37.0
583,49,35,88,6,9,57,1152.4
553,36,25,89,12,9,21,567.3333333333334
559,39,27,90,18,9,51,133.66666666666666
560,42,30,90,18,9,63,1251.6666666666667
577,47,34,87,8,9,59,20.0
578,32,28,100,2,9,41,921.2
564,41,27,88,16,9,43,511.6666666666667
586,56,37,106,20,9,71,15.333333333333334
599,51,37,127,18,9,45,1179.6666666666667
549,31,21,79,12,9,33,1234.8
583,34,28,95,6,9,27,842.6
561,37,31,83,2,9,47,20.666666666666668
561,44,33,97,16,9,79,1885.8
604,57,44,114,12,9,69,1858.4
563,50,38,103,18,9,81,2184.3333333333335
598,55,42,108,10,9,61,21.0
557,42,32,81,14,9,71,1863.6
586,48,37,99,14,9,77,525.3333333333334
608,58,40,122,20,9,59,17.666666666666668
553,39,26,85,20,9,35,263.6666666666667
577,47,32,104,12,9,69,4092.3333333333335
566,36,27,88,2,9,53,141.66666666666666
565,43,34,96,8,9,47,1230.3333333333333
575,41,32,87,8,9,35,21.333333333333332
553,39,28,78,12,9,75,2175.5
548,40,28,84,20,9,41,1488.4
584,65,44,110,20,9,41,218.4
573,44,36,102,10,9,19,19.333333333333332
563,44,33,93,6,9,51,2777.6666666666665
583,39,33,100,6,9,45,22.0
548,37,29,90,12,9,33,3648.0
547,34,22,76,12,9,27,25.0
573,51,37,90,6,9,63,1938.6
571,52,36,97,20,9,41,2783.0
580,55,39,105,14,9,23,82.66666666666667
580,54,35,108,20,9,29,4512.2
571,42,30,85,6,9,15,2826.3333333333335
590,53,39,121,20,9,65,16.666666666666668
566,39,27,108,20,9,41,2099.3333333333335
576,59,42,102,14,9,65,21.0
574,45,34,99,16,9,73,3566.4
609,59,44,127,16,9,67,2531.6666666666665
576,36,26,93,14,9,41,20.666666666666668
572,44,33,89,2,9,65,1521.0
581,53,36,102,16,9,37,280.25
571,28,25,90,2,9,41,3058.2
593,53,39,116,14,9,41,2762.6666666666665
542,31,24,66,2,9,59,21.0
580,56,40,98,16,9,73,1877.6
554,21,18,75,2,9,17,2782.3333333333335
589,58,42,104,12,9,63,1233.2
594,57,40,124,20,9,65,1906.4
541,37,27,68,8,9,59,1887.4
586,59,38,104,20,9,83,85.66666666666667
595,48,36,105,14,9,47,3838.6666666666665
589,44,35,108,4,9,43,1825.2
572,43,33,102,12,9,57,187.0
545,44,27,78,14,9,23,18.0
567,36,32,91,2,9,17,35.666666666666664
572,42,32,99,6,9,33,3152.8
561,43,33,84,8,9,71,900.0
601,67,49,116,16,9,67,288.6666666666667
593,45,36,106,8,9,41,1757.0
572,40,35,96,4,9,19,96.66666666666667
590,60,40,107,18,9,69,716.3333333333334
582,48,33,95,12,9,57,1092.75
557,53,35,88,14,9,23,887.0
572,45,37,87,4,9,55,3074.6666666666665
596,42,38,110,4,9,67,4672.8
599,56,40,108,18,9,75,1494.8
581,43,31,95,6,9,27,2715.25
565,42,28,89,16,9,49,27.0
584,52,37,110,18,9,39,2027.8
553,33,21,92,20,9,35,2622.6666666666665
560,33,27,74,4,9,67,18.666666666666668
