num_functions,cyclomatic_complexity,num_loops,num_function_calls,num_memory_allocations,num_pointer_operations,num_exp_math_operations,instruction_count,arithmetic_instr_pct,memory_instr_pct,control_instr_pct,control_path_depth,power_mw
8735,3737,2945,5406,468,9,1046,136296,0.77,0.34,2.74,2,952
8830,3916,2666,5951,1300,9,1334,140468,0.95,0.93,2.79,2,894
8628,5235,3310,6400,1948,9,2174,161414,1.35,1.21,3.24,2,922
9787,4324,3538,6374,936,9,1360,167824,0.81,0.56,2.58,2,898
9190,3809,2953,5888,640,9,1140,139475,0.82,0.46,2.73,2,874
10540,6102,4255,8557,1886,9,3286,193722,1.7,0.97,3.15,2,924
8540,3161,2381,5261,112,9,760,128317,0.59,0.09,2.46,2,938
8538,4203,3349,7336,1514,9,3194,161348,1.98,0.94,2.6,2,890
8740,3780,2815,5524,934,9,1216,150143,0.81,0.62,2.52,2,992
11864,4780,3290,9209,1486,9,3006,185143,1.62,0.8,2.58,2,903
8063,3194,2516,6179,310,9,2022,129484,1.56,0.24,2.47,2,974
8453,4206,2883,6001,1138,9,1714,145753,1.18,0.78,2.89,2,840
11532,4862,3857,8764,954,9,2736,186476,1.47,0.51,2.61,2,943
8443,2794,2599,6337,32,9,1950,130207,1.5,0.02,2.15,2,886
10107,3858,2835,5808,72,9,572,157690,0.36,0.05,2.45,2,896
8387,3368,2595,6161,1466,9,2002,146482,1.37,1.0,2.3,2,866
9310,4190,2880,7172,1676,9,2534,161653,1.57,1.04,2.59,2,934
10960,5398,4048,7448,782,9,2050,187399,1.09,0.42,2.88,2,914
10281,4102,3379,7215,550,9,2060,165550,1.24,0.33,2.48,2,1029
10723,5331,3623,9255,1892,9,3726,188722,1.97,1.0,2.82,2,885
6700,3520,2437,3947,768,9,802,120187,0.67,0.64,2.93,2,967
9421,4474,3492,6755,464,9,2044,173934,1.18,0.27,2.57,2,988
9638,3579,2385,6242,1090,9,1138,141252,0.81,0.77,2.53,2,952
9254,4444,3654,7574,1564,9,3066,172298,1.78,0.91,2.58,2,960
5057,2952,2078,4118,574,9,1796,92683,1.94,0.62,3.19,2,1018
8483,4100,2911,7646,1816,9,3508,156100,2.25,1.16,2.63,2,972
9408,4465,3392,5944,982,9,1344,163072,0.82,0.6,2.74,2,894
9141,3535,3169,6390,252,9,1964,161131,1.22,0.16,2.19,2,1043
7010,3422,2641,6547,1440,9,3136,124699,2.51,1.15,2.74,2,942
9264,3802,3056,5881,372,9,1064,142982,0.74,0.26,2.66,2,992
10329,5555,4001,7362,1114,9,2170,195827,1.11,0.57,2.84,2,940
6427,3216,2244,4126,438,9,1010,114659,0.88,0.38,2.8,2,853
8547,4602,3510,5651,1136,9,1474,157837,0.93,0.72,2.92,2,933
9408,4983,3435,7623,1718,9,2828,165506,1.71,1.04,3.01,2,958
8072,3382,2822,5877,518,9,1992,141967,1.4,0.36,2.38,2,936
9044,5698,3949,7474,1498,9,3126,180443,1.73,0.83,3.16,2,921
8002,2944,2397,5619,558,9,1664,125823,1.32,0.44,2.34,2,910
10596,5357,3832,6625,1298,9,1442,183157,0.79,0.71,2.92,2,1020
8662,2909,2626,5744,140,9,1248,131412,0.95,0.11,2.21,2,967
6305,2735,2127,4353,562,9,1206,112831,1.07,0.5,2.42,2,985
8002,2797,1976,5196,676,9,976,120073,0.81,0.56,2.33,2,937
7673,3054,2377,6273,984,9,2560,134019,1.91,0.73,2.28,2,949
12167,4418,3755,8571,1186,9,2322,197716,1.17,0.6,2.23,2,917
8846,3787,2705,6290,1644,9,1892,138066,1.37,1.19,2.74,2,876
8737,2977,2291,7169,904,9,2676,136884,1.95,0.66,2.17,2,955
10398,5546,3806,8509,1904,9,3318,194631,1.7,0.98,2.85,2,1029
9539,3108,2451,5564,216,9,644,140907,0.46,0.15,2.21,2,1041
12814,6731,4822,9922,1912,9,3482,236445,1.47,0.81,2.85,2,993
6484,3115,2566,5433,780,9,2272,119173,1.91,0.65,2.61,2,822
6182,2522,1860,3935,106,9,850,96996,0.88,0.11,2.6,2,933
6247,2999,2072,5029,1010,9,2066,101976,2.03,0.99,2.94,2,947
7413,4070,2968,4288,318,9,744,136910,0.54,0.23,2.97,2,946
7979,2806,2168,5754,648,9,1674,128438,1.3,0.5,2.18,2,933
5855,2516,2080,5183,526,9,2314,103698,2.23,0.51,2.43,2,897
8603,4105,3383,6582,652,9,2476,149917,1.65,0.43,2.74,2,893
10757,4721,3846,7741,1448,9,2262,187506,1.21,0.77,2.52,2,966
8624,4192,2999,5605,558,9,1296,141263,0.92,0.4,2.97,2,965
7654,3899,3110,6955,1374,9,3326,139341,2.39,0.99,2.8,2,1042
7146,3950,3105,5334,86,9,1958,141492,1.38,0.06,2.79,2,992
7182,3926,2415,5590,1066,9,2128,125510,1.7,0.85,3.13,2,924
12898,6199,4452,9268,1542,9,2650,219501,1.21,0.7,2.82,2,1012
9874,4305,3429,7263,884,9,2434,166778,1.46,0.53,2.58,2,997
7020,3521,2393,6080,1888,9,2564,125446,2.04,1.51,2.81,2,894
7024,2835,2420,5239,518,9,1782,128130,1.39,0.4,2.21,2,980
10509,4637,3633,7521,758,9,2134,174977,1.22,0.43,2.65,2,892
7683,3867,2978,6165,1386,9,2506,147890,1.69,0.94,2.61,2,934
9996,3389,2952,7371,850,9,2124,154727,1.37,0.55,2.19,2,968
8322,4624,2909,5570,1508,9,1608,152861,1.05,0.99,3.02,2,900
5688,1596,1329,3899,298,9,902,78768,1.15,0.38,2.03,2,913
10237,4734,3646,6813,1496,9,1754,177615,0.99,0.84,2.67,2,1017
7650,2822,2238,4756,404,9,712,120212,0.59,0.34,2.35,2,975
4220,1610,1250,2444,510,9,512,70117,0.73,0.73,2.3,2,926
7265,4098,2721,5553,1592,9,1960,138544,1.41,1.15,2.96,2,954
7682,3284,2453,5952,1642,9,2102,124582,1.69,1.32,2.64,2,940
6608,3211,2846,4696,8,9,1550,124049,1.25,0.01,2.59,2,881
9730,3574,2641,6413,374,9,1368,144181,0.95,0.26,2.48,2,921
8771,4979,3808,7593,1444,9,3404,165926,2.05,0.87,3.0,2,987
9477,4139,3138,7200,696,9,2288,148976,1.54,0.47,2.78,2,1063
7731,4069,2813,5797,1416,9,1926,126553,1.52,1.12,3.22,2,888
7168,3311,2721,5076,568,9,1600,134326,1.19,0.42,2.46,2,969
8865,3565,2544,6795,1396,9,2268,140759,1.61,0.99,2.53,2,880
10016,4611,3565,7541,1128,9,2652,176909,1.5,0.64,2.61,2,1006
8601,2936,2346,5738,76,9,1154,114211,1.01,0.07,2.57,2,963
8350,4858,2950,6451,1894,9,2190,149034,1.47,1.27,3.26,2,924
8548,3404,2909,5890,612,9,1754,140189,1.25,0.44,2.43,2,952
9900,5744,3974,7692,1826,9,2872,187931,1.53,0.97,3.06,2,843
6941,3032,2191,4683,572,9,1190,116565,1.02,0.49,2.6,2,966
5741,1601,1387,4426,396,9,1432,77323,1.85,0.51,2.07,2,955
6429,1928,1705,4516,110,9,1096,92163,1.19,0.12,2.09,2,929
9424,3054,2702,6391,496,9,1472,146283,1.01,0.34,2.09,2,976
10410,4490,3099,7891,1270,9,2592,169881,1.53,0.75,2.64,2,931
10014,4788,3333,7327,1344,9,2342,171177,1.37,0.79,2.8,2,992
9583,3580,2691,6219,1126,9,1350,157770,0.86,0.71,2.27,2,943
9337,4742,3553,7140,1566,9,2554,162360,1.57,0.96,2.92,2,1100
9615,4853,3647,7192,1288,9,2588,176928,1.46,0.73,2.74,2,1052
8305,2467,2178,6130,144,9,1896,120589,1.57,0.12,2.05,2,863
6094,3086,2321,4926,348,9,2012,104356,1.93,0.33,2.96,2,985
9520,4677,3779,6367,168,9,1600,168679,0.95,0.1,2.77,2,900
7311,3377,2934,5234,598,9,1666,133582,1.25,0.45,2.53,2,1021
11971,5838,4158,8202,1624,9,2226,205802,1.08,0.79,2.84,2,978
8571,2751,2303,5496,568,9,990,136072,0.73,0.42,2.02,2,867
10798,5381,3715,8258,1652,9,2682,182069,1.47,0.91,2.96,2,892
11075,4707,3369,8734,1368,9,3086,186999,1.65,0.73,2.52,2,931
7927,3334,2450,5114,40,9,1054,123816,0.85,0.03,2.69,2,948
7698,4294,2897,6461,1916,9,2722,133107,2.04,1.44,3.23,2,952
12541,5221,3764,9967,1984,9,3438,202647,1.7,0.98,2.58,2,922
7102,2938,2270,4899,1084,9,1294,116964,1.11,0.93,2.51,2,932
6310,1892,1307,3837,290,9,670,82351,0.81,0.35,2.3,2,869
8253,2519,2152,6258,78,9,2004,124873,1.6,0.06,2.02,2,966
10039,3923,3033,7631,896,9,2460,162692,1.51,0.55,2.41,2,970
7910,2043,1783,4649,80,9,528,110123,0.48,0.07,1.86,2,958
10382,6003,4240,7126,1738,9,2084,191280,1.09,0.91,3.14,2,940
9848,4773,3475,7090,726,9,2144,172966,1.24,0.42,2.76,2,1005
8569,3952,3168,6009,990,9,1802,146788,1.23,0.67,2.69,2,902
8982,2344,2111,6397,436,9,1678,127884,1.31,0.34,1.83,2,1036
7814,3295,2540,5995,1022,9,1934,130759,1.48,0.78,2.52,2,885
9888,4636,3562,7005,1546,9,1902,174717,1.09,0.88,2.65,2,902
10851,4825,3609,7584,1202,9,2128,176716,1.2,0.68,2.73,2,888
11197,5721,4028,9158,1438,9,3392,201338,1.68,0.71,2.84,2,930
8498,4302,3457,5855,754,9,1714,155207,1.1,0.49,2.77,2,955
8838,3496,2858,6588,740,9,2266,157550,1.44,0.47,2.22,2,960
7362,2971,2615,5692,360,9,2010,134454,1.49,0.27,2.21,2,870
12394,5578,4109,9088,1858,9,2666,208407,1.28,0.89,2.68,2,945
8608,2510,2100,5610,430,9,1188,128266,0.93,0.34,1.96,2,967
4856,1841,1375,3725,840,9,1386,73226,1.89,1.15,2.51,2,937
7135,4262,3277,4546,574,9,1190,135950,0.88,0.42,3.13,2,884
11036,4467,3278,8625,1022,9,2988,175774,1.7,0.58,2.54,2,869
9376,3967,2697,6257,1066,9,1404,143753,0.98,0.74,2.76,2,935
7773,3004,1895,5761,1080,9,1750,111540,1.57,0.97,2.69,2,965
8086,3446,2442,5690,1436,9,1656,132315,1.25,1.09,2.6,2,945
8849,2908,2416,6479,120,9,1958,130688,1.5,0.09,2.23,2,879
9087,3589,3125,7056,680,9,2374,152565,1.56,0.45,2.35,2,950
6857,3105,2302,5789,828,9,2306,113447,2.03,0.73,2.74,2,900
8632,4022,3226,6476,1294,9,2236,155864,1.43,0.83,2.58,2,960
9441,3650,2716,5792,566,9,842,152324,0.55,0.37,2.4,2,959
7294,2558,1863,5687,366,9,1930,105096,1.84,0.35,2.43,2,953
9622,3902,2928,5250,62,9,270,157128,0.17,0.04,2.48,2,917
9715,3854,3199,7778,1006,9,2774,172581,1.61,0.58,2.23,2,965
11898,4940,3963,9017,1782,9,2792,197823,1.41,0.9,2.5,2,978
7506,3591,2323,5956,1664,9,2246,130239,1.72,1.28,2.76,2,974
8977,4876,3180,6440,1676,9,1830,155392,1.18,1.08,3.14,2,994
11762,4834,3689,9528,1824,9,3364,194448,1.73,0.94,2.49,2,941
9761,4257,3496,7629,1298,9,2804,175923,1.59,0.74,2.42,2,980
8778,3528,2862,5543,12,9,968,139849,0.69,0.01,2.52,2,1013
9242,4495,3631,6799,514,9,2242,166903,1.34,0.31,2.69,2,883
6010,3676,2550,4918,1304,9,2094,125303,1.67,1.04,2.93,2,915
10047,4026,3250,5899,188,9,770,165395,0.47,0.11,2.43,2,926
13428,6185,4674,9829,1888,9,3040,235643,1.29,0.8,2.62,2,944
10670,5374,4082,6265,698,9,1066,190276,0.56,0.37,2.82,2,970
11360,4963,3946,9371,1656,9,3588,206035,1.74,0.8,2.41,2,984
11334,5367,3698,8932,1840,9,3054,196005,1.56,0.94,2.74,2,940
9747,3677,2725,7547,1278,9,2420,151765,1.59,0.84,2.42,2,896
5643,3218,2137,3144,244,9,444,90791,0.49,0.27,3.54,2,939
8885,5118,3490,7312,1432,9,2940,168692,1.74,0.85,3.03,2,916
9272,3795,2640,6811,1920,9,1962,139324,1.41,1.38,2.72,2,1032
9306,4643,3333,6693,786,9,1916,167281,1.15,0.47,2.78,2,812
11092,4221,3506,7568,410,9,1948,176495,1.1,0.23,2.39,2,886
9796,3549,2711,5821,480,9,734,148940,0.49,0.32,2.38,2,991
9415,3880,2760,8604,1958,9,3684,152769,2.41,1.28,2.54,2,1024
6840,2732,2240,5084,368,9,1594,114987,1.39,0.32,2.38,2,965
7748,2663,2236,4360,242,9,472,126579,0.37,0.19,2.1,2,951
8021,2715,2542,4529,120,9,438,128417,0.34,0.09,2.11,2,1061
9175,2992,2333,6331,1092,9,1578,144527,1.09,0.76,2.07,2,962
7439,3609,2739,4895,696,9,1326,127500,1.04,0.55,2.83,2,897
4160,2618,1600,3558,1056,9,1656,79409,2.09,1.33,3.3,2,1027
9778,4233,3287,8516,1648,9,3578,172433,2.08,0.96,2.45,2,898
7871,4681,3168,5622,1518,9,1764,145885,1.21,1.04,3.21,2,979
11266,4830,3640,6592,684,9,746,178985,0.42,0.38,2.7,2,915
12261,4911,4276,9064,948,9,2916,210386,1.39,0.45,2.33,2,959
9285,4450,3299,7089,1104,9,2512,166570,1.51,0.66,2.67,2,964
10966,4768,3407,8089,1322,9,2360,171025,1.38,0.77,2.79,2,973
7682,3101,2409,6394,1376,9,2426,123484,1.96,1.11,2.51,2,901
12834,5305,4044,9389,1050,9,2804,210769,1.33,0.5,2.52,2,898
8515,3832,2404,5919,1436,9,1520,137987,1.1,1.04,2.78,2,963
9954,3739,2920,7349,1062,9,2238,157175,1.42,0.68,2.38,2,914
10096,4097,3122,6035,60,9,884,155047,0.57,0.04,2.64,2,973
11736,5749,3986,9124,1628,9,3136,198211,1.58,0.82,2.9,2,1011
9207,4735,3245,6648,1038,9,2078,154574,1.34,0.67,3.06,2,885
9898,5539,4070,7619,1390,9,2756,187693,1.47,0.74,2.95,2,982
9369,3148,2441,7036,680,9,2122,145313,1.46,0.47,2.17,2,925
10217,5387,3790,8231,1748,9,3264,178063,1.83,0.98,3.03,2,947
9917,5237,3842,8428,1522,9,3442,172197,2.0,0.88,3.04,2,999
7932,3531,2653,5789,794,9,1828,133852,1.37,0.59,2.64,2,880
6936,3682,2415,4168,730,9,794,124797,0.64,0.58,2.95,2,902
8640,2531,2191,5505,42,9,970,125049,0.78,0.03,2.02,2,909
10653,5473,4081,7579,1546,9,2320,192484,1.21,0.8,2.84,2,933
11118,4583,3567,9118,1564,9,3394,183324,1.85,0.85,2.5,2,914
10201,4568,3318,7273,672,9,2034,171379,1.19,0.39,2.67,2,938
12722,5764,4074,9637,1754,9,3142,222096,1.41,0.79,2.6,2,942
10850,5449,4082,7787,808,9,2322,199248,1.17,0.41,2.73,2,960
8893,4345,3039,6792,818,9,2286,150875,1.52,0.54,2.88,2,979
11649,4717,3538,8262,1416,9,2216,187128,1.18,0.76,2.52,2,969
9626,4202,2908,8049,1414,9,3100,161620,1.92,0.87,2.6,2,895
8900,4812,3219,6812,1948,9,2298,152695,1.5,1.28,3.15,2,956
6883,1799,1557,4215,64,9,766,102278,0.75,0.06,1.76,2,882
7238,2720,1865,5242,834,9,1474,107209,1.37,0.78,2.54,2,928
8033,3847,2558,5453,1342,9,1400,123821,1.13,1.08,3.11,2,921
7278,3215,2496,5280,866,9,1734,126075,1.38,0.69,2.55,2,993
6696,3483,2502,4750,242,9,1460,118502,1.23,0.2,2.94,2,899
11770,6035,4371,9636,1884,9,3822,220570,1.73,0.85,2.74,2,897
9865,4728,3464,6553,694,9,1582,164537,0.96,0.42,2.87,2,836
9499,3286,2369,8242,1756,9,3212,144005,2.23,1.22,2.28,2,982
7806,4560,2985,6813,1172,9,3120,145199,2.15,0.81,3.14,2,848
7615,3276,2050,6567,1632,9,2518,119312,2.11,1.37,2.75,2,1020
6287,2090,1744,4392,424,9,1390,98231,1.42,0.43,2.13,2,1023
8998,4453,2976,6681,1074,9,2020,155897,1.3,0.69,2.86,2,907
5469,1984,1453,3188,146,9,338,83137,0.41,0.18,2.39,2,899
11832,4907,3905,7582,144,9,1442,194186,0.74,0.07,2.53,2,1035
9558,4687,3270,7002,1046,9,2120,167815,1.26,0.62,2.79,2,880
9064,4093,2830,6646,1492,9,1872,144241,1.3,1.03,2.84,2,951
7169,2916,2465,4558,534,9,928,118957,0.78,0.45,2.45,2,954
7947,5277,3404,6972,1946,9,3184,161715,1.97,1.2,3.26,2,892
10498,5495,4057,8716,1652,9,3606,196899,1.83,0.84,2.79,2,930
9490,3805,3087,7054,1064,9,2294,151083,1.52,0.7,2.52,2,928
10235,2891,2520,6978,464,9,1590,155479,1.02,0.3,1.86,2,955
8876,3417,2285,6922,1036,9,2214,132391,1.67,0.78,2.58,2,947
10238,5829,3913,7726,1842,9,2580,189984,1.36,0.97,3.07,2,864
5999,3160,2053,3775,594,9,926,102623,0.9,0.58,3.08,2,886
8540,3510,2634,5113,272,9,806,140344,0.57,0.19,2.5,2,921
10416,6163,4522,7583,1656,9,2506,199422,1.26,0.83,3.09,2,887
10450,4558,3372,6594,770,9,1330,168992,0.79,0.46,2.7,2,897
11595,5275,3876,8286,812,9,2402,192686,1.25,0.42,2.74,2,987
11617,6465,4720,8716,1500,9,2850,212893,1.34,0.7,3.04,2,992
9569,5163,3541,7521,1396,9,2840,177911,1.6,0.78,2.9,2,998
7563,3875,2639,4925,694,9,1212,128958,0.94,0.54,3.0,2,969
12014,5324,3988,8863,968,9,2680,199569,1.34,0.49,2.67,2,908
6339,1207,1050,4145,128,9,752,79423,0.95,0.16,1.52,2,915
8394,4462,3245,6799,1428,9,2690,159747,1.68,0.89,2.79,2,1009
8203,2967,2360,5885,1200,9,1654,132051,1.25,0.91,2.25,2,957
7960,4463,3217,6743,1080,9,2930,151848,1.93,0.71,2.94,2,934
7082,3637,2572,5053,1604,9,1726,137372,1.26,1.17,2.65,2,1033
8011,4537,3324,5961,1894,9,2084,150191,1.39,1.26,3.02,2,959
7399,3660,2826,5460,1154,9,1804,136637,1.32,0.84,2.68,2,948
8533,3797,2321,5836,1264,9,1310,122570,1.07,1.03,3.1,2,880
9409,5424,3785,7957,1890,9,3388,182432,1.86,1.04,2.97,2,939
6421,2762,1958,3680,396,9,528,94243,0.56,0.42,2.93,2,918
8654,3286,2658,7270,1074,9,2716,141424,1.92,0.76,2.32,2,898
12583,4679,3638,10014,1640,9,3442,204442,1.68,0.8,2.29,2,987
7500,4147,2515,5015,1366,9,1448,134511,1.08,1.02,3.08,2,977
8009,3163,2669,5817,642,9,1890,125657,1.5,0.51,2.52,2,940
7650,3312,2118,5789,1400,9,1968,121765,1.62,1.15,2.72,2,960
12361,5272,4204,8283,440,9,2072,205572,1.01,0.21,2.56,2,885
9545,5054,3340,8580,1982,9,3884,165233,2.35,1.2,3.06,2,838
5456,2091,1640,4376,830,9,1726,92294,1.87,0.9,2.27,2,1019
5087,2845,1934,3931,1088,9,1578,93289,1.69,1.17,3.05,2,813
9643,4108,3009,7282,590,9,2234,157170,1.42,0.38,2.61,2,991
8186,2573,2261,5341,62,9,1108,130400,0.85,0.05,1.97,2,860
7044,3595,2494,5917,972,9,2538,124811,2.03,0.78,2.88,2,894
8947,4260,3223,6792,1074,9,2426,166147,1.46,0.65,2.56,2,879
7360,3521,2403,4382,284,9,688,126108,0.55,0.23,2.79,2,897
12769,5336,3853,9626,1506,9,3002,207469,1.45,0.73,2.57,2,924
7714,4343,3093,5848,1190,9,2076,139471,1.49,0.85,3.11,2,886
6340,3148,2104,3788,574,9,812,113913,0.71,0.5,2.76,2,871
11455,5209,3880,7434,994,9,1448,190909,0.76,0.52,2.73,2,889
9753,4493,2789,7303,1734,9,2316,163239,1.42,1.06,2.75,2,967
8891,4395,3358,6793,1242,9,2420,163018,1.48,0.76,2.7,2,1001
8348,4093,2653,6065,1780,9,1888,129406,1.46,1.38,3.16,2,928
7909,3814,2763,5831,902,9,1976,134117,1.47,0.67,2.84,2,895
7207,3425,2728,4341,620,9,852,121740,0.7,0.51,2.81,2,913
9087,5158,3830,8072,1808,9,3656,169360,2.16,1.07,3.05,2,918
10921,5082,3679,9080,1582,9,3460,184949,1.87,0.86,2.75,2,902
9367,4765,3520,6920,910,9,2338,178578,1.31,0.51,2.67,2,955
7004,2461,2032,5088,520,9,1502,109199,1.38,0.48,2.25,2,917
8270,3509,2113,6371,1180,9,1982,123965,1.6,0.95,2.83,2,902
13040,5634,4050,9184,1326,9,2406,206443,1.17,0.64,2.73,2,923
11425,4601,3510,8065,696,9,2226,188991,1.18,0.37,2.43,2,940
8799,4101,3165,6557,724,9,2310,157397,1.47,0.46,2.61,2,869
11614,6240,4434,8647,1974,9,2930,216429,1.35,0.91,2.88,2,918
8753,3308,2901,6326,576,9,2038,146229,1.39,0.39,2.26,2,987
7334,2209,2082,4676,44,9,828,109746,0.75,0.04,2.01,2,862
9186,4600,3047,6403,1116,9,1790,158518,1.13,0.7,2.9,2,972
10488,4789,3561,6161,644,9,768,179520,0.43,0.36,2.67,2,993
6944,3353,2590,5703,750,9,2364,129560,1.82,0.58,2.59,2,945
12495,6181,4525,9883,1906,9,3558,216980,1.64,0.88,2.85,2,858
8835,4223,3473,5236,106,9,1026,164593,0.62,0.06,2.57,2,939
7922,2890,1862,5122,502,9,1066,113971,0.94,0.44,2.54,2,846
8642,4343,3073,6806,1828,9,2634,154483,1.71,1.18,2.81,2,965
9397,3020,2496,6892,346,9,1960,135906,1.44,0.25,2.22,2,1006
8671,4188,2532,5929,1398,9,1436,136427,1.05,1.02,3.07,2,871
9238,3516,2912,6719,198,9,2054,140166,1.47,0.14,2.51,2,931
7755,3310,2332,5608,1152,9,1570,126738,1.24,0.91,2.61,2,929
9613,4482,3558,7521,898,9,2654,170438,1.56,0.53,2.63,2,865
9039,4145,3343,6966,706,9,2534,158155,1.6,0.45,2.62,2,894
5342,3172,2034,4150,282,9,1574,95282,1.65,0.3,3.33,2,903
7509,3683,2562,5193,400,9,1366,126090,1.08,0.32,2.92,2,957
9622,3245,2546,6056,220,9,1084,135302,0.8,0.16,2.4,2,901
11994,5073,3718,9746,1694,9,3486,188067,1.85,0.9,2.7,2,1002
9413,3466,2797,5527,52,9,620,141352,0.44,0.04,2.45,2,834
8945,3434,3102,5933,314,9,1384,146255,0.95,0.21,2.35,2,857
8116,3503,2558,6213,1252,9,2270,131649,1.72,0.95,2.66,2,943
6843,3407,2470,4860,532,9,1490,119902,1.24,0.44,2.84,2,915
10155,5979,4070,7893,1988,9,2994,194355,1.54,1.02,3.08,2,930
9531,3687,2553,6183,790,9,1188,132385,0.9,0.6,2.79,2,905
10961,5546,4172,7549,1850,9,2004,196106,1.02,0.94,2.83,2,869
11152,4823,3767,7864,1116,9,2140,182674,1.17,0.61,2.64,2,943
7654,3868,2751,5753,1918,9,2086,143813,1.45,1.33,2.69,2,995
9882,4401,3399,6082,234,9,1040,159759,0.65,0.15,2.75,2,941
13372,6018,4321,9633,1792,9,2754,219715,1.25,0.82,2.74,2,996
10301,4736,3504,8287,1294,9,3096,180281,1.72,0.72,2.63,2,951
7233,4009,3203,4687,464,9,1280,136177,0.94,0.34,2.94,2,892
10859,4461,3368,7402,1112,9,1834,170495,1.08,0.65,2.62,2,929
7640,4359,3047,4878,1050,9,1198,142263,0.84,0.74,3.06,2,947
7959,3557,2733,4214,78,9,232,140211,0.17,0.06,2.54,2,966
12103,4737,3632,7925,230,9,1598,189243,0.84,0.12,2.5,2,963
7178,4098,3070,5774,542,9,2366,137565,1.72,0.39,2.98,2,882
12873,5418,3762,9876,1408,9,3162,206265,1.53,0.68,2.63,2,911
11343,5359,3900,9126,1674,9,3232,199769,1.62,0.84,2.68,2,929
6697,3369,2244,5418,986,9,2248,113635,1.98,0.87,2.96,2,933
8920,3212,2871,4855,70,9,334,141635,0.24,0.05,2.27,2,838
9076,2807,2440,6079,64,9,1276,132560,0.96,0.05,2.12,2,871
8383,3562,2310,5950,904,9,1574,132410,1.19,0.68,2.69,2,943
11598,5196,3903,8758,1118,9,2690,185673,1.45,0.6,2.8,2,902
10888,4658,3427,7416,768,9,1844,173942,1.06,0.44,2.68,2,955
10476,4380,3097,7379,1150,9,1996,166304,1.2,0.69,2.63,2,1028
10087,4246,3527,6971,388,9,1902,165727,1.15,0.23,2.56,2,862
10771,5401,4033,8010,926,9,2516,191839,1.31,0.48,2.82,2,1016
8980,4119,3188,6161,646,9,1582,162256,0.98,0.4,2.54,2,893
9620,4485,3413,6952,656,9,1996,168714,1.18,0.39,2.66,2,877
8922,4727,3059,6780,1524,9,2432,161443,1.51,0.94,2.93,2,882
9716,3483,3091,6509,524,9,1370,153827,0.89,0.34,2.26,2,863
11721,5537,4130,8286,1172,9,2248,198327,1.13,0.59,2.79,2,932
7993,3242,2535,5600,276,9,1512,119226,1.27,0.23,2.72,2,912
8387,2984,2259,5582,210,9,1322,121261,1.09,0.17,2.46,2,909
6472,2727,1963,5129,654,9,1866,105916,1.76,0.62,2.57,2,937
9063,4174,2379,6405,1676,9,1780,141254,1.26,1.19,2.95,2,979
10090,4774,3594,8037,1738,9,2962,186650,1.59,0.93,2.56,2,950
8995,2932,2257,5324,600,9,684,130077,0.53,0.46,2.25,2,898
8664,4241,3455,6992,850,9,2820,156635,1.8,0.54,2.71,2,959
10654,4767,3815,8062,1324,9,2670,185026,1.44,0.72,2.58,2,938
9033,3919,2824,8004,1896,9,3420,159517,2.14,1.19,2.46,2,932
7770,3291,2582,5363,792,9,1496,130907,1.14,0.61,2.51,2,947
7703,3187,2564,5131,1202,9,1228,121886,1.01,0.99,2.61,2,1013
9814,3484,2748,6368,702,9,1294,152303,0.85,0.46,2.29,2,935
9027,2574,2402,6552,174,9,1854,140332,1.32,0.12,1.83,2,929
9740,4925,3588,7326,696,9,2414,167946,1.44,0.41,2.93,2,871
10953,4565,3546,8986,1612,9,3370,191215,1.76,0.84,2.39,2,920
6181,3356,2376,3749,546,9,748,108866,0.69,0.5,3.08,2,952
11270,5513,3852,8145,1470,9,2236,185491,1.21,0.79,2.97,2,899
13002,5515,4246,9389,712,9,2700,209084,1.29,0.34,2.64,2,911
8475,3868,3099,5575,1260,9,1488,152880,0.97,0.82,2.53,2,895
7929,3197,2017,6075,1644,9,1860,118610,1.57,1.39,2.7,2,935
8788,4367,3455,6294,216,9,2020,161710,1.25,0.13,2.7,2,936
9572,4859,3925,8094,1394,9,3374,180334,1.87,0.77,2.69,2,933
5930,2359,1674,4669,936,9,1800,91952,1.96,1.02,2.57,2,937
5115,2606,2062,4717,900,9,2342,100530,2.33,0.9,2.59,2,870
13696,6292,4750,9981,1320,9,3050,237527,1.28,0.56,2.65,2,944
6212,3387,1932,4628,1340,9,1718,103489,1.66,1.29,3.27,2,919
10312,6186,4435,7459,1588,9,2362,196104,1.2,0.81,3.15,2,979
10915,4683,3507,8840,1738,9,3202,184859,1.73,0.94,2.53,2,965
8153,3641,3082,5220,458,9,1266,143706,0.88,0.32,2.53,2,984
10857,5859,4187,8762,1820,9,3304,207299,1.59,0.88,2.83,2,862
6114,3577,2567,5148,1922,9,2254,117521,1.92,1.64,3.04,2,1046
8795,3878,3030,6636,1652,9,2334,151873,1.54,1.09,2.55,2,967
8337,3837,2901,6360,1564,9,2382,152583,1.56,1.03,2.51,2,847
6569,2231,1963,4306,366,9,1164,111267,1.05,0.33,2.01,2,952
8518,4961,3549,5752,1540,9,1560,161138,0.97,0.96,3.08,2,870
9165,4920,3789,7429,1188,9,3016,184371,1.64,0.64,2.67,2,830
8101,5063,3590,6904,1600,9,3068,170236,1.8,0.94,2.97,2,910
8467,3373,2699,6111,488,9,1730,144358,1.2,0.34,2.34,2,852
10359,4729,3133,7159,1562,9,1764,173721,1.02,0.9,2.72,2,966
7278,3795,2671,4875,866,9,1246,132241,0.94,0.65,2.87,2,892
