num_functions,cyclomatic_complexity,num_loops,num_function_calls,num_memory_allocations,num_pointer_operations,num_exp_math_operations,instruction_count,arithmetic_instr_pct,memory_instr_pct,control_instr_pct,control_path_depth,power_mw
8796,4681,3293,7563,1704,9,3238,155021,2.09,1.1,3.02,2,891
10034,4978,3646,8296,1986,9,3312,173756,1.91,1.14,2.86,2,1086
9523,4810,3595,7050,1900,9,2498,172451,1.45,1.1,2.79,2,967
8630,4573,3513,7109,1082,9,2860,166974,1.71,0.65,2.74,2,1050
8150,4320,3012,6335,1194,9,2206,140127,1.57,0.85,3.08,2,970
11653,5131,3915,8758,1140,9,2846,206105,1.38,0.55,2.49,2,872
10671,5219,3398,7913,1884,9,2430,175612,1.38,1.07,2.97,2,957
5679,2844,2295,4591,580,9,1904,101357,1.88,0.57,2.81,2,931
6831,2129,1889,4915,320,9,1578,112554,1.4,0.28,1.89,2,985
7703,3432,2450,4913,966,9,1160,128351,0.9,0.75,2.67,2,957
10586,5658,4416,7649,882,9,2362,196107,1.2,0.45,2.89,2,917
5927,2907,2398,4403,846,9,1598,115516,1.38,0.73,2.52,2,1001
7188,3855,2617,5253,1460,9,1758,120378,1.46,1.21,3.2,2,984
7349,3913,2998,5852,450,9,2390,140900,1.7,0.32,2.78,2,1007
10110,4262,2991,7542,1696,9,2278,166716,1.37,1.02,2.56,2,942
10450,3913,2706,6820,920,9,1380,155586,0.89,0.59,2.52,2,980
9372,4986,3316,6835,1908,9,2260,161353,1.4,1.18,3.09,2,1018
13104,6046,4607,9577,1242,9,2762,223956,1.23,0.55,2.7,2,1039
10797,4942,3808,7817,1052,9,2212,190232,1.16,0.55,2.6,2,964
9849,4793,3689,6835,1832,9,1838,175819,1.05,1.04,2.73,2,890
7815,2874,2065,5172,756,9,1258,124745,1.01,0.61,2.3,2,1020
8043,3265,2565,6101,430,9,1906,124861,1.53,0.34,2.61,2,913
6258,1896,1845,3900,10,9,884,102260,0.86,0.01,1.85,2,981
8754,5124,3457,6639,1786,9,2466,167380,1.47,1.07,3.06,2,1005
4802,1966,1449,3084,410,9,892,75763,1.18,0.54,2.59,2,959
12345,4399,3913,8436,110,9,2040,196565,1.04,0.06,2.24,2,903
10797,6232,4324,8839,1966,9,3514,198174,1.77,0.99,3.14,2,997
8094,3481,3040,5197,490,9,1314,140392,0.94,0.35,2.48,2,847
10267,5016,3255,7411,1940,9,2078,177799,1.17,1.09,2.82,2,846
10718,3629,3216,8004,536,9,2380,164841,1.44,0.33,2.2,2,870
10874,5207,4058,7030,874,9,1702,190663,0.89,0.46,2.73,2,920
8684,3648,2698,6571,1342,9,2236,150143,1.49,0.89,2.43,2,1014
7535,3499,2525,4964,1170,9,1230,125634,0.98,0.93,2.79,2,996
7268,4217,2751,5377,1484,9,1902,135138,1.41,1.1,3.12,2,1016
7112,3454,2425,5058,360,9,1716,126631,1.36,0.28,2.73,2,1015
10704,3769,2932,7759,766,9,2154,165517,1.3,0.46,2.28,2,1064
8288,3572,2858,7265,1380,9,3156,152008,2.08,0.91,2.35,2,965
5913,2515,1731,3972,328,9,956,90101,1.06,0.36,2.79,2,944
8504,3748,2924,6396,860,9,2158,151429,1.43,0.57,2.48,2,1195
10752,5790,4258,7774,1130,9,2536,204348,1.24,0.55,2.83,2,961
13322,6223,4537,10173,1756,9,3248,222009,1.46,0.79,2.8,2,1067
6620,2904,1943,5276,910,9,1936,108715,1.78,0.84,2.67,2,779
6808,2725,1865,3701,182,9,312,92419,0.34,0.2,2.95,2,861
7707,4595,3261,5454,1708,9,1786,148847,1.2,1.15,3.09,2,1030
8509,3963,2818,4816,462,9,622,142501,0.44,0.32,2.78,2,1019
9753,3122,2673,6567,518,9,1418,157666,0.9,0.33,1.98,2,932
11066,6015,4394,8053,1378,9,2662,206264,1.29,0.67,2.92,2,1081
8889,4254,3362,6715,1430,9,2310,156377,1.48,0.91,2.72,2,928
9350,3462,2765,6500,650,9,1704,142403,1.2,0.46,2.43,2,950
8454,4075,3158,7908,1722,9,3658,151298,2.42,1.14,2.69,2,1025
10899,5531,4123,7848,1958,9,2446,196148,1.25,1.0,2.82,2,1011
10141,4718,3467,8846,1948,9,3588,169979,2.11,1.15,2.78,2,976
9084,3936,2675,6612,1316,9,1944,143703,1.35,0.92,2.74,2,1000
9492,3611,3039,7547,808,9,2790,162635,1.72,0.5,2.22,2,981
10164,3139,2933,6488,318,9,1312,158458,0.83,0.2,1.98,2,927
6981,3170,2536,3928,190,9,428,114013,0.38,0.17,2.78,2,998
7445,3885,2743,5094,640,9,1552,134507,1.15,0.48,2.89,2,1004
9151,3808,2808,6499,1936,9,1960,147197,1.33,1.32,2.59,2,1029
6540,2597,2071,3958,84,9,876,99719,0.88,0.08,2.6,2,1050
6403,3255,2377,3338,24,9,212,100773,0.21,0.02,3.23,2,1076
10067,4903,3382,7663,1242,9,2438,162365,1.5,0.76,3.02,2,917
8625,5126,3835,7692,1676,9,3526,183456,1.92,0.91,2.79,2,981
10080,4198,3098,7409,1404,9,2292,166205,1.38,0.84,2.53,2,881
7714,3332,2624,5553,62,9,1800,134171,1.34,0.05,2.48,2,950
5970,2484,1949,3676,770,9,842,91930,0.92,0.84,2.7,2,917
13046,6215,4519,9698,1432,9,2916,226030,1.29,0.63,2.75,2,989
8899,5124,3505,6282,1484,9,1876,173506,1.08,0.86,2.95,2,980
7915,4437,3169,5109,880,9,1242,139956,0.89,0.63,3.17,2,853
6260,3058,2160,4397,370,9,1338,103441,1.29,0.36,2.96,2,933
7068,2225,1886,5728,392,9,2262,109550,2.06,0.36,2.03,2,970
6827,2738,2203,3801,286,9,376,105562,0.36,0.27,2.59,2,869
14816,6604,4968,11034,1354,9,3348,245864,1.36,0.55,2.69,2,1074
12173,5450,4341,8964,1074,9,2694,206512,1.3,0.52,2.64,2,894
6363,3459,2641,3228,4,9,244,114430,0.21,0.0,3.02,2,928
7032,2314,1871,5006,612,9,1444,105166,1.37,0.58,2.2,2,928
10016,4418,3464,7789,1804,9,2702,174602,1.55,1.03,2.53,2,1019
8569,2523,1815,5515,996,9,1030,117851,0.87,0.85,2.14,2,997
8990,5130,3251,7764,1792,9,3358,163139,2.06,1.1,3.14,2,1003
8190,3984,2518,5404,1176,9,1296,138567,0.94,0.85,2.88,2,990
12580,4559,3886,9046,576,9,2514,198355,1.27,0.29,2.3,2,983
11468,4363,3286,7132,278,9,1150,180625,0.64,0.15,2.42,2,953
9854,2849,2391,7804,794,9,2600,145104,1.79,0.55,1.96,2,994
9893,5101,3436,8375,1492,9,3408,177486,1.92,0.84,2.87,2,968
9983,4217,2874,7597,1208,9,2326,149701,1.55,0.81,2.82,2,1035
6782,2475,1885,5205,916,9,1794,109865,1.63,0.83,2.25,2,1016
10026,4197,3131,6804,1070,9,1668,154780,1.08,0.69,2.71,2,947
6239,2209,1947,5054,16,9,1936,92685,2.09,0.02,2.38,2,1022
10227,4683,2983,7525,1988,9,2136,169822,1.26,1.17,2.76,2,1051
9383,4249,3257,6427,1040,9,1712,159124,1.08,0.65,2.67,2,1002
10625,4428,3686,7491,614,9,2262,191219,1.18,0.32,2.32,2,1000
12341,7172,5238,9914,1958,9,3940,236448,1.67,0.83,3.03,2,1038
8297,3678,2892,7099,1042,9,2900,144028,2.01,0.72,2.55,2,877
8012,4045,2640,6032,1430,9,1904,134426,1.42,1.06,3.01,2,901
8777,3662,3152,6242,30,9,1740,151603,1.15,0.02,2.42,2,1002
10185,5075,3727,6981,888,9,1890,175758,1.08,0.51,2.89,2,857
8103,3789,2921,5237,72,9,1370,133333,1.03,0.05,2.84,2,1009
9159,4504,3498,7951,1988,9,3358,177728,1.89,1.12,2.53,2,1035
8604,3366,2182,5693,1112,9,1164,132478,0.88,0.84,2.54,2,923
9528,4818,3324,6888,1000,9,2246,170731,1.32,0.59,2.82,2,939
9142,3968,2833,5616,556,9,836,143897,0.58,0.39,2.76,2,1135
7958,4284,3011,4939,832,9,1158,137439,0.84,0.61,3.12,2,901
10048,5079,3613,7375,1988,9,2416,181934,1.33,1.09,2.79,2,1018
6221,3028,2227,4047,368,9,1070,114135,0.94,0.32,2.65,2,978
6927,3277,2255,4442,218,9,874,105905,0.83,0.21,3.09,2,879
8600,3949,3088,7309,1328,9,3140,145821,2.15,0.91,2.71,2,901
8384,3586,3095,6622,848,9,2498,145352,1.72,0.58,2.47,2,1119
6153,2801,2040,4132,284,9,1080,106239,1.02,0.27,2.64,2,768
8535,3383,2900,5784,62,9,1454,136399,1.07,0.05,2.48,2,994
10342,3992,2967,7813,1642,9,2366,164538,1.44,1.0,2.43,2,1056
7596,2609,2268,4819,128,9,1134,122886,0.92,0.1,2.12,2,915
7624,3765,2718,6175,1346,9,2464,131999,1.87,1.02,2.85,2,1031
9571,3987,3072,6261,574,9,1498,161795,0.93,0.35,2.46,2,1121
5582,1814,1644,3114,72,9,476,90014,0.53,0.08,2.02,2,876
11656,5747,4325,8607,1038,9,2686,206072,1.3,0.5,2.79,2,894
8123,3164,2697,5141,854,9,944,130735,0.72,0.65,2.42,2,907
11795,5352,3717,8277,1284,9,2114,192353,1.1,0.67,2.78,2,957
9171,4554,3446,6701,976,9,2122,155944,1.36,0.63,2.92,2,1049
9977,4895,3766,6449,962,9,1624,184989,0.88,0.52,2.65,2,922
8203,3925,2784,5999,1038,9,1836,131194,1.4,0.79,2.99,2,953
5925,1454,1113,4066,418,9,854,74887,1.14,0.56,1.94,2,970
7209,2247,1897,4681,612,9,898,115791,0.78,0.53,1.94,2,880
6321,1695,1286,4907,782,9,1592,85468,1.86,0.91,1.98,2,865
7021,3029,2714,4818,166,9,1458,119612,1.22,0.14,2.53,2,712
7924,4334,3294,6968,1424,9,3098,150218,2.06,0.95,2.89,2,1015
8054,3291,2607,5847,554,9,1960,135756,1.44,0.41,2.42,2,982
10631,5679,3928,8799,1842,9,3374,190503,1.77,0.97,2.98,2,912
8005,4989,3258,6333,1722,9,2412,143788,1.68,1.2,3.47,2,989
7039,2662,2068,3736,192,9,258,116382,0.22,0.16,2.29,2,1062
11714,5603,4035,8406,1244,9,2380,194044,1.23,0.64,2.89,2,877
9818,4119,3191,5994,316,9,924,159190,0.58,0.2,2.59,2,992
8872,4893,3381,7018,1798,9,2584,169903,1.52,1.06,2.88,2,929
9184,5059,3582,6825,1660,9,2204,160996,1.37,1.03,3.14,2,919
5898,2665,1982,4104,1092,9,1270,105530,1.2,1.03,2.53,2,1028
11327,5547,4134,8214,1156,9,2452,196435,1.25,0.59,2.82,2,934
9725,4079,3049,5725,734,9,792,152977,0.52,0.48,2.67,2,935
10461,3514,3106,7423,798,9,1984,161503,1.23,0.49,2.18,2,961
10282,4920,3494,7579,978,9,2214,163384,1.36,0.6,3.01,2,853
8026,3990,2888,5741,1754,9,1814,150612,1.2,1.16,2.65,2,1112
10178,4325,3097,6713,1462,9,1528,171047,0.89,0.85,2.53,2,918
7733,4197,2992,5627,538,9,1942,133347,1.46,0.4,3.15,2,905
7967,4379,3201,5000,662,9,1214,148956,0.82,0.44,2.94,2,968
9497,4015,3150,7906,1154,9,2954,165111,1.79,0.7,2.43,2,943
10585,5055,3917,9117,1770,9,3720,195853,1.9,0.9,2.58,2,1028
9238,4631,3687,6401,652,9,1784,168926,1.06,0.39,2.74,2,1061
7768,2788,2523,4395,176,9,644,129093,0.5,0.14,2.16,2,1026
9576,3040,2633,6031,756,9,1006,151693,0.66,0.5,2.0,2,987
10382,4552,2915,6835,1288,9,1364,156119,0.87,0.83,2.92,2,933
11539,5337,3755,8072,1532,9,2152,190783,1.13,0.8,2.8,2,1058
5568,2690,2088,5135,826,9,2562,100726,2.54,0.82,2.67,2,934
9614,4629,3088,7285,1594,9,2350,159926,1.47,1.0,2.89,2,892
9177,5164,3947,6784,914,9,2302,173232,1.33,0.53,2.98,2,1020
12712,6386,5114,9095,902,9,2882,235545,1.22,0.38,2.71,2,899
6460,2690,2275,4933,560,9,1808,113804,1.59,0.49,2.36,2,904
7099,3311,2353,6219,1858,9,2826,121659,2.32,1.53,2.72,2,994
9088,3610,3161,6217,32,9,1612,151197,1.07,0.02,2.39,2,1019
11571,5483,4097,6946,964,9,1108,197074,0.56,0.49,2.78,2,906
10328,4716,3227,8139,1182,9,2696,168291,1.6,0.7,2.8,2,1013
8693,3558,2722,5590,594,9,1262,140705,0.9,0.42,2.53,2,1133
10424,5657,4163,8448,1984,9,3240,196211,1.65,1.01,2.88,2,977
9465,2929,2413,6012,44,9,1016,139763,0.73,0.03,2.1,2,1001
8360,3399,2629,7470,1396,9,3162,143610,2.2,0.97,2.37,2,997
7797,3987,3007,5764,932,9,1876,130658,1.44,0.71,3.05,2,928
8764,3009,2619,5710,6,9,1332,145583,0.91,0.0,2.07,2,1011
8446,3888,2878,7019,1676,9,2800,149351,1.87,1.12,2.6,2,921
10170,4204,3248,7565,500,9,2394,164800,1.45,0.3,2.55,2,940
8953,2822,2273,6254,748,9,1558,138189,1.13,0.54,2.04,2,1022
9698,3505,3044,6232,878,9,1386,154786,0.9,0.57,2.26,2,1050
9352,3308,2664,5937,92,9,1042,140492,0.74,0.07,2.35,2,942
10653,4855,3551,7404,976,9,1898,176541,1.08,0.55,2.75,2,899
6668,2974,2398,3544,26,9,214,117984,0.18,0.02,2.52,2,983
9929,5165,3931,7919,1148,9,3002,190254,1.58,0.6,2.71,2,949
9299,5071,3632,7512,1878,9,2898,163693,1.77,1.15,3.1,2,982
9644,4689,3370,6250,954,9,1492,169021,0.88,0.56,2.77,2,803
8849,3976,2954,6174,726,9,1618,141856,1.14,0.51,2.8,2,997
10208,4992,3835,6478,384,9,1370,177066,0.77,0.22,2.82,2,986
12209,4271,3651,8293,274,9,1982,191885,1.03,0.14,2.23,2,1069
7700,3490,2337,6025,1936,9,2226,119723,1.86,1.62,2.92,2,927
7934,3860,3340,4828,176,9,974,145552,0.67,0.12,2.65,2,816
10896,6007,4226,8701,1896,9,3354,204187,1.64,0.93,2.94,2,1031
10326,4788,3467,8736,1756,9,3622,169773,2.13,1.03,2.82,2,924
8576,5032,3657,6728,1476,9,2606,159996,1.63,0.92,3.15,2,875
10445,3954,2834,6642,828,9,1186,152742,0.78,0.54,2.59,2,1016
9791,3516,2564,7316,1400,9,2160,146716,1.47,0.95,2.4,2,990
4598,2497,1572,3556,1182,9,1384,81285,1.7,1.45,3.07,2,1048
11554,4880,3598,7406,706,9,1410,184896,0.76,0.38,2.64,2,944
8091,2820,2110,5823,1042,9,1742,116119,1.5,0.9,2.43,2,1048
10946,4956,3942,8205,670,9,2540,190859,1.33,0.35,2.6,2,994
7882,2882,1738,5619,1086,9,1566,114394,1.37,0.95,2.52,2,904
6813,2528,2286,3706,152,9,412,113556,0.36,0.13,2.23,2,932
8605,2693,2482,4997,70,9,624,131089,0.48,0.05,2.05,2,1152
9955,3582,2688,6498,290,9,1370,157054,0.87,0.18,2.28,2,950
9899,5687,4036,7645,1300,9,2706,195774,1.38,0.66,2.9,2,1003
7491,3264,2812,6023,724,9,2400,131057,1.83,0.55,2.49,2,878
7522,2720,1944,5103,890,9,1334,122483,1.09,0.73,2.22,2,1001
11648,5734,4009,8190,1982,9,2340,198527,1.18,1.0,2.89,2,933
8522,2334,1950,5654,574,9,1180,120614,0.98,0.48,1.94,2,1067
8708,3567,2407,7096,1860,9,2554,135983,1.88,1.37,2.62,2,951
7065,1844,1094,4517,712,9,724,85847,0.84,0.83,2.15,2,1035
9661,4046,3322,7073,1030,9,2210,164479,1.34,0.63,2.46,2,1071
11959,5880,4325,9479,1898,9,3522,210545,1.67,0.9,2.79,2,986
6843,3654,2523,4775,1240,9,1496,128483,1.16,0.97,2.84,2,1097
8340,4396,3060,6488,1916,9,2244,143408,1.56,1.34,3.07,2,830
9224,4500,3361,7078,1246,9,2582,170871,1.51,0.73,2.63,2,998
7176,2907,2115,6552,1254,9,2888,118287,2.44,1.06,2.46,2,954
6877,3358,2707,5017,584,9,1776,129252,1.37,0.45,2.6,2,990
8601,3309,2389,7873,1626,9,3480,138495,2.51,1.17,2.39,2,992
8508,3183,2315,7243,1380,9,2802,132565,2.11,1.04,2.4,2,941
9634,3599,2630,6931,1082,9,1882,136418,1.38,0.79,2.64,2,966
9962,4315,3300,8028,1220,9,3042,172405,1.76,0.71,2.5,2,884
7185,1959,1712,5195,428,9,1334,97216,1.37,0.44,2.02,2,1059
10397,3992,3116,8071,1272,9,2716,169037,1.61,0.75,2.36,2,981
9342,4543,3076,6501,1788,9,1914,165070,1.16,1.08,2.75,2,970
10072,4457,3663,7776,944,9,2854,176776,1.61,0.53,2.52,2,909
9869,4374,3517,8383,1434,9,3294,173657,1.9,0.83,2.52,2,1085
8862,3825,2588,7076,1664,9,2512,143428,1.75,1.16,2.67,2,912
12304,5882,4269,9431,1786,9,3192,218713,1.46,0.82,2.69,2,1071
10153,5650,3719,8732,1970,9,3756,185972,2.02,1.06,3.04,2,1031
9787,4405,3820,6096,154,9,1370,180406,0.76,0.09,2.44,2,1061
10527,5200,3538,7035,1562,9,1612,169849,0.95,0.92,3.06,2,983
7713,3755,2837,4477,48,9,696,124912,0.56,0.04,3.01,2,1208
9383,3807,2799,6364,102,9,1560,140360,1.11,0.07,2.71,2,1000
8868,3226,2699,5408,278,9,980,139908,0.7,0.2,2.31,2,1049
8947,3449,2706,4996,454,9,558,152638,0.37,0.3,2.26,2,900
9395,4068,3096,6221,444,9,1546,148529,1.04,0.3,2.74,2,976
11861,5029,3592,8554,1434,9,2358,196127,1.2,0.73,2.56,2,996
10264,4169,2972,7314,614,9,1988,166169,1.2,0.37,2.51,2,904
10913,3358,2889,7754,658,9,2044,165543,1.23,0.4,2.03,2,1052
5996,1775,1686,4022,14,9,990,88196,1.12,0.02,2.01,2,855
10838,4046,3361,8001,804,9,2346,181350,1.29,0.44,2.23,2,1000
9439,4562,3399,6710,1306,9,1956,167087,1.17,0.78,2.73,2,1036
8273,2062,1706,5808,438,9,1426,103263,1.38,0.42,2.0,2,970
11828,4825,4083,8999,970,9,2824,198720,1.42,0.49,2.43,2,1095
10678,4779,3450,8684,1524,9,3188,185292,1.72,0.82,2.58,2,1091
8982,5447,3924,7324,1786,9,3032,181172,1.67,0.99,3.01,2,859
7875,3085,2432,5956,690,9,1954,135997,1.44,0.51,2.27,2,1079
8515,3686,2594,6029,578,9,1624,137585,1.18,0.42,2.68,2,1025
10152,4204,3041,6952,822,9,1600,160236,1.0,0.51,2.62,2,949
8259,3651,2409,5956,730,9,1602,130848,1.22,0.56,2.79,2,942
11162,5012,3812,7856,788,9,2182,187073,1.17,0.42,2.68,2,1005
11071,4550,3438,8135,1444,9,2370,177249,1.34,0.81,2.57,2,965
8226,4277,3422,6730,1108,9,2806,162182,1.73,0.68,2.64,2,987
8890,3663,3055,6479,638,9,1928,159864,1.21,0.4,2.29,2,978
10582,5699,3892,8364,1778,9,3094,192909,1.6,0.92,2.95,2,943
9228,3372,2857,5258,118,9,668,145033,0.46,0.08,2.32,2,1068
8447,3778,3038,5242,280,9,992,142661,0.7,0.2,2.65,2,1091
8330,4778,3074,6296,1592,9,2322,160973,1.44,0.99,2.97,2,883
11258,5473,3961,7863,1408,9,2298,194481,1.18,0.72,2.81,2,1009
6310,3360,2718,5681,1156,9,2726,122970,2.22,0.94,2.73,2,993
7407,3395,2342,4992,1028,9,1396,128365,1.09,0.8,2.64,2,853
7610,4418,3204,4816,712,9,1224,140290,0.87,0.51,3.15,2,1008
6484,1784,1524,4687,246,9,1262,89615,1.41,0.27,1.99,2,1042
6747,3547,2673,4942,1190,9,1736,135982,1.28,0.88,2.61,2,975
8307,2645,2226,5911,594,9,1524,125391,1.22,0.47,2.11,2,981
10406,4716,3549,7755,1620,9,2400,185347,1.29,0.87,2.54,2,981
12036,5373,4172,8877,1062,9,2830,203110,1.39,0.52,2.65,2,943
9973,5039,3812,7697,1004,9,2664,176904,1.51,0.57,2.85,2,1028
5728,3172,2276,3658,548,9,1002,104260,0.96,0.53,3.04,2,1075
5701,2513,2029,3666,42,9,1016,107388,0.95,0.04,2.34,2,907
8807,3336,2768,5356,682,9,784,146894,0.53,0.46,2.27,2,954
7002,2982,2485,4917,904,9,1482,122281,1.21,0.74,2.44,2,970
7981,2803,1935,5149,764,9,1016,119765,0.85,0.64,2.34,2,981
8935,3801,3007,7125,1466,9,2614,157376,1.66,0.93,2.42,2,931
7529,3177,2404,5873,1454,9,2178,127152,1.71,1.14,2.5,2,1050
8063,3978,2902,6363,1270,9,2386,146074,1.63,0.87,2.72,2,947
9015,3970,3229,7038,922,9,2570,151073,1.7,0.61,2.63,2,966
6321,3041,2268,3968,214,9,812,105306,0.77,0.2,2.89,2,950
8503,3729,2872,5507,1104,9,1210,148567,0.81,0.74,2.51,2,1042
10076,5884,4175,7745,1634,9,2840,191370,1.48,0.85,3.07,2,965
8049,4059,2645,6021,1522,9,1960,133202,1.47,1.14,3.05,2,940
9689,4962,3516,6008,890,9,1090,164932,0.66,0.54,3.01,2,908
8429,2947,2382,5390,716,9,1180,142441,0.83,0.5,2.07,2,893
7102,4270,3059,5382,436,9,1978,142203,1.39,0.31,3.0,2,971
9547,4813,3579,6449,1218,9,1582,168336,0.94,0.72,2.86,2,971
10065,4123,3025,7520,1822,9,2364,156264,1.51,1.17,2.64,2,1119
8526,4498,3538,6095,518,9,1956,158874,1.23,0.33,2.83,2,1090
8472,3481,2511,4887,592,9,618,135062,0.46,0.44,2.58,2,1031
10549,5359,3997,7326,774,9,2162,191795,1.13,0.4,2.79,2,1097
6098,3690,2528,5665,1824,9,2748,123941,2.22,1.47,2.98,2,964
8158,4107,2867,5066,688,9,1060,142333,0.74,0.48,2.89,2,889
10301,3705,2820,6845,1034,9,1496,151489,0.99,0.68,2.45,2,1023
10603,4757,3530,8942,1724,9,3672,177280,2.07,0.97,2.68,2,992
8722,2769,2482,6166,226,9,1664,134884,1.23,0.17,2.05,2,913
5814,3133,2076,4370,388,9,1666,104956,1.59,0.37,2.99,2,1019
8206,3717,3046,5347,792,9,1440,148881,0.97,0.53,2.5,2,970
7442,3112,2161,5277,858,9,1434,119945,1.2,0.72,2.59,2,976
9465,4720,4068,6856,522,9,2298,178757,1.29,0.29,2.64,2,918
6791,2585,2226,3593,46,9,118,101783,0.12,0.05,2.54,2,938
8929,4528,3435,6647,324,9,2160,153928,1.4,0.21,2.94,2,921
8025,4322,2983,5875,1468,9,1992,146689,1.36,1.0,2.95,2,965
9119,4459,3249,8075,1738,9,3452,157000,2.2,1.11,2.84,2,1102
8567,3974,3038,6640,1754,9,2384,150283,1.59,1.17,2.64,2,909
6596,3642,2053,4921,1442,9,1518,107659,1.41,1.34,3.38,2,941
10420,4027,3437,6884,292,9,1614,177303,0.91,0.16,2.27,2,975
9608,3739,3062,7264,1126,9,2422,151875,1.59,0.74,2.46,2,955
7946,3781,2688,5241,188,9,1328,124405,1.07,0.15,3.04,2,893
10279,3383,2906,7369,774,9,1950,156515,1.25,0.49,2.16,2,973
8197,3484,2609,5132,1050,9,1104,133701,0.83,0.79,2.61,2,977
9604,4042,3687,6850,656,9,2114,169858,1.24,0.39,2.38,2,951
9863,3415,2324,6113,436,9,920,140453,0.66,0.31,2.43,2,1049
9023,4509,3247,6764,1442,9,2280,155414,1.47,0.93,2.9,2,1016
9879,5181,4135,6617,986,9,1862,187050,1.0,0.53,2.77,2,982
8703,3759,2564,7600,1850,9,3200,136074,2.35,1.36,2.76,2,891
8404,3553,2574,5151,620,9,704,131603,0.53,0.47,2.7,2,971
10631,4725,3832,7722,1304,9,2272,186621,1.22,0.7,2.53,2,1021
6989,4323,3035,6826,1934,9,3506,134722,2.6,1.44,3.21,2,1050
6332,1995,1793,4385,302,9,1288,101056,1.27,0.3,1.97,2,1050
5835,2697,2103,4959,1068,9,2118,109090,1.94,0.98,2.47,2,1027
5537,2745,2361,3387,314,9,828,103007,0.8,0.3,2.66,2,904
10949,5351,3933,8524,1646,9,3002,193451,1.55,0.85,2.77,2,937
12769,5719,4253,10279,1952,9,3780,227578,1.66,0.86,2.51,2,1067
11769,6267,4515,8583,1758,9,2736,216801,1.26,0.81,2.89,2,1038
11393,5227,3710,8364,1306,9,2430,187882,1.29,0.7,2.78,2,922
9320,3961,2644,7003,1590,9,2204,153386,1.44,1.04,2.58,2,837
7728,3234,2490,4715,140,9,756,125383,0.6,0.11,2.58,2,1045
7451,3639,2811,5025,778,9,1496,145413,1.03,0.54,2.5,2,946
10806,3978,2747,6859,762,9,1176,162628,0.72,0.47,2.45,2,998
10241,4622,3705,6838,706,9,1716,176029,0.97,0.4,2.63,2,1039
9969,3439,2972,7585,712,9,2520,156608,1.61,0.45,2.2,2,1035
9550,4961,3277,6715,1886,9,1924,168679,1.14,1.12,2.94,2,1032
11031,4925,3541,7394,1042,9,1786,185128,0.96,0.56,2.66,2,1061
8101,2534,2206,6173,428,9,1914,116815,1.64,0.37,2.17,2,915
5321,2583,1827,4561,1384,9,1966,96628,2.03,1.43,2.67,2,1143
13971,7142,5217,10751,1872,9,3756,254435,1.48,0.74,2.81,2,925
6961,2022,1781,3731,174,9,276,101710,0.27,0.17,1.99,2,964
8768,2768,2316,6862,792,9,2394,129458,1.85,0.61,2.14,2,832
8873,4542,2939,6946,1536,9,2402,153455,1.57,1.0,2.96,2,995
10390,4471,3577,6408,94,9,1284,175292,0.73,0.05,2.55,2,989
10209,4648,3336,8605,1570,9,3440,167866,2.05,0.94,2.77,2,1058
7422,3910,3231,5332,158,9,1786,145008,1.23,0.11,2.7,2,996
9262,3619,2760,7837,1406,9,3176,155062,2.05,0.91,2.33,2,927
6991,2359,2108,4436,262,9,970,118137,0.82,0.22,2.0,2,1036
9680,5396,3686,7974,1830,9,3148,175972,1.79,1.04,3.07,2,962
6412,3330,2383,3925,746,9,816,109440,0.75,0.68,3.04,2,988
9570,3853,2697,6462,1186,9,1476,157237,0.94,0.75,2.45,2,964
8479,4443,3508,6955,1860,9,2810,160493,1.75,1.16,2.77,2,1053
7680,3474,2244,5788,1600,9,1922,125775,1.53,1.27,2.76,2,911
7187,3384,2417,6034,1378,9,2352,119568,1.97,1.15,2.83,2,918
7179,3364,2371,5702,1802,9,2198,128375,1.71,1.4,2.62,2,960
9660,3874,2333,7238,1580,9,2136,144134,1.48,1.1,2.69,2,1021
7015,3046,2429,4673,980,9,1354,115803,1.17,0.85,2.63,2,956
9448,4334,3114,7317,1584,9,2384,160592,1.48,0.99,2.7,2,1035
12073,5664,3911,8025,1578,9,1834,195314,0.94,0.81,2.9,2,1059
6010,2850,1853,5171,1528,9,2152,102697,2.1,1.49,2.78,2,910
6911,2722,2527,4798,292,9,1496,122504,1.22,0.24,2.22,2,1038
7267,3955,3275,5285,488,9,1850,144884,1.28,0.34,2.73,2,997
11973,5055,3644,9740,1760,9,3482,185271,1.88,0.95,2.73,2,1060
9081,2215,1882,6014,426,9,1200,115560,1.04,0.37,1.92,2,1036
9137,4880,3578,7343,1262,9,2930,168256,1.74,0.75,2.9,2,974
6462,3325,2166,4106,880,9,940,105599,0.89,0.83,3.15,2,1007
8779,4502,3300,6935,1682,9,2486,150777,1.65,1.12,2.99,2,969
8139,3811,2491,6293,1054,9,2164,135653,1.6,0.78,2.81,2,1012
8990,3770,3438,6131,2,9,1738,154388,1.13,0.0,2.44,2,1033
7777,3918,2868,4638,606,9,708,135722,0.52,0.45,2.89,2,944
10752,3777,2961,7177,584,9,1602,154120,1.04,0.38,2.45,2,1050
11969,5261,4177,9127,1838,9,3068,213372,1.44,0.86,2.47,2,1058
9577,5489,3729,7766,1572,9,3134,179107,1.75,0.88,3.06,2,974
7535,3552,2692,4482,836,9,874,138382,0.63,0.6,2.57,2,1012
7524,3121,2628,5337,294,9,1626,125932,1.29,0.23,2.48,2,881
