num_functions,cyclomatic_complexity,num_loops,num_function_calls,num_memory_allocations,num_pointer_operations,num_exp_math_operations,power_mW
344,33,20,114,20,21,59,92
299,17,9,61,6,9,27,3067
305,22,13,67,10,7,31,294
306,27,12,66,14,3,41,50
304,25,14,69,14,3,23,3769
297,16,8,53,2,3,11,1155
317,26,14,68,10,7,73,103
335,29,12,101,16,11,37,2791
331,31,12,101,20,19,65,49
333,30,15,82,10,3,49,33
312,22,8,69,6,13,39,954
325,26,16,95,14,17,29,2126
293,13,7,58,2,17,17,40
322,26,11,87,10,17,19,28
320,20,9,66,2,5,53,4765
319,14,9,83,6,9,33,432.5
305,25,11,71,14,5,23,38
323,23,12,71,4,11,61,3156
297,11,5,68,4,19,19,742
297,13,10,59,2,11,17,35
320,11,3,74,2,7,65,1177
296,25,13,66,16,7,25,155
304,25,10,75,16,9,25,84
334,31,17,97,16,15,55,225
315,24,9,71,10,7,55,2347
335,26,10,95,12,15,63,283.5
295,20,8,54,6,9,27,2368.75
296,16,5,62,8,5,17,144
305,22,11,72,16,13,79,60
320,34,16,80,14,11,23,3118
300,13,7,65,6,19,63,356
332,27,10,95,12,9,21,180
304,25,11,72,20,7,77,3637
327,30,16,94,18,15,57,1808
342,33,12,117,20,21,29,4767
335,31,14,108,20,19,47,1458
323,28,14,72,8,13,71,2319
282,9,2,48,2,17,35,2030
313,22,9,75,12,5,45,5238
295,20,11,62,10,11,25,4532
315,26,13,75,10,9,25,827
307,25,11,66,10,5,25,1260
343,25,12,108,18,9,81,5286
337,25,12,108,14,21,41,1061
324,27,10,98,16,21,31,272
326,18,10,88,6,13,33,1614
328,21,10,83,6,13,57,1492
291,16,5,50,4,9,31,2672
311,17,7,67,4,7,37,1613
365,37,19,119,18,9,75,2888
330,30,17,82,14,3,71,515
311,24,12,69,10,13,61,232
320,29,12,95,18,19,27,2814.5
347,27,17,110,16,13,73,2163.5
333,29,17,105,20,17,59,284
359,38,17,120,20,21,83,664
300,10,4,70,6,17,45,1434
295,21,8,68,14,11,23,488
337,33,12,99,20,5,59,289
314,10,5,69,2,3,53,2596
292,22,11,62,16,3,31,3237
315,17,9,76,6,11,39,418
331,36,20,94,20,5,35,1634
295,11,3,64,2,19,11,239
351,36,17,116,16,21,31,497
314,29,14,72,18,3,81,963.5
333,18,8,89,6,9,57,2483.5
291,12,7,55,6,3,27,499.5
311,19,12,74,10,11,55,303
315,15,8,78,8,15,71,3896
314,32,14,78,18,9,45,225
306,5,2,74,2,15,41,243
322,19,13,79,6,9,45,1522
350,36,19,104,18,7,75,3335
339,40,20,98,20,7,41,445.5
350,36,18,118,20,21,53,299
319,21,8,88,14,11,47,2308.5
291,17,8,60,12,7,39,1215
294,26,11,62,20,3,59,567.5
281,7,2,43,2,5,35,2607
337,38,17,90,20,5,83,233
340,15,5,98,4,17,67,300
317,26,14,72,8,3,17,842
333,25,12,93,14,7,65,852
317,29,10,80,16,5,37,261
329,36,19,98,20,17,35,269
308,11,5,81,8,19,47,4586.5
324,21,11,75,8,3,71,1157
295,22,9,65,12,13,21,299
306,31,12,76,18,15,33,1606
302,11,6,64,2,13,35,1267
332,22,11,88,6,15,51,405
333,23,7,92,10,15,67,230
301,17,7,67,8,15,41,1598
283,22,11,45,10,3,19,317
324,29,13,82,10,9,19,483
335,27,10,101,14,21,59,3693
304,14,3,62,2,3,11,237
328,27,13,102,18,21,51,282
296,19,10,68,14,7,29,5176
329,16,10,81,4,7,67,249
317,18,8,92,12,21,39,296
296,18,5,63,6,19,21,1258
294,23,13,65,16,9,37,1185
336,27,10,98,12,11,33,661.5
327,20,11,89,12,7,63,512
316,22,11,77,14,7,77,2345.5
317,23,8,77,8,15,41,236
315,15,8,73,2,21,59,433
323,30,13,98,20,15,29,1581.5
338,25,12,91,6,11,39,227
296,19,9,62,12,11,57,302
362,37,16,121,20,15,83,2353
302,17,9,59,4,9,37,2360
312,16,4,62,4,3,67,534.5
314,25,11,70,10,13,67,766
297,14,7,68,10,13,43,4112
337,41,20,91,20,9,71,333
359,38,18,113,20,7,83,491
333,29,10,99,18,17,75,678.5
319,31,15,80,20,5,77,1469
288,17,9,57,12,9,45,691.5
322,17,11,81,2,21,41,494
292,24,13,66,18,9,33,2361.5
315,33,16,74,18,5,57,277
319,29,12,78,18,3,75,451
324,26,14,82,12,9,57,1224.5
338,31,14,87,12,7,75,459
345,28,13,106,14,19,77,302
315,23,10,71,8,7,41,3349
313,22,10,82,16,3,37,2358
330,22,15,91,10,11,49,716
291,14,7,64,10,11,25,247
326,21,9,89,4,21,13,3266
324,10,4,91,4,19,49,2068
322,33,20,89,20,9,41,228
325,27,13,90,18,11,75,801
314,20,10,73,4,17,31,2615.5
311,15,7,77,6,9,15,688.5
322,24,12,82,10,13,49,495.5
328,29,17,93,14,13,29,4031
351,30,12,110,16,13,79,300
298,13,3,53,2,7,47,2445
308,23,11,76,12,19,45,1266
313,25,10,73,14,9,71,2862
320,20,10,80,4,15,19,1415
316,23,8,75,12,11,75,5209
294,22,13,65,14,11,29,3637
319,23,12,96,18,19,51,722
291,11,5,59,6,11,33,184
332,20,7,90,8,11,59,10480
305,26,16,66,14,5,47,286
301,27,14,54,12,3,63,365
325,10,4,91,4,21,61,1100
305,24,14,69,12,11,39,522
310,25,15,74,14,7,41,57
298,18,12,56,4,7,19,608
309,8,4,79,2,15,11,2823
302,20,10,71,14,13,59,47
309,24,13,74,18,5,75,2167
320,21,10,86,12,21,75,3833
315,20,12,69,6,9,57,66
327,13,5,85,2,13,47,107
326,36,20,88,20,9,53,3869
326,29,15,87,10,17,25,61
338,26,13,94,10,7,43,294.5
335,26,14,108,20,11,53,59
334,21,8,89,6,13,57,1751
350,39,19,112,20,13,47,48
329,23,12,98,14,19,59,264.5
303,17,8,73,10,11,25,3835
313,17,11,75,8,13,59,77
319,26,9,82,12,17,51,2158
310,25,12,73,16,9,73,2067
329,24,11,96,12,15,33,60
324,29,13,93,20,19,83,41
342,29,14,98,8,17,35,1106
313,20,9,84,14,17,59,808
312,20,9,75,12,11,69,33
323,26,13,80,10,11,49,268
320,24,11,80,12,9,57,2925
280,8,3,42,2,7,35,182
325,18,8,86,6,9,27,197
330,25,16,101,14,19,35,3683
299,18,7,66,10,7,25,34
324,33,15,90,18,13,39,3189
339,22,13,106,14,17,71,1667
326,25,12,74,6,3,45,51
310,23,7,78,12,11,21,414
288,17,8,56,8,11,17,1785
336,22,9,94,6,19,51,1925
353,33,17,118,16,19,43,24
320,19,8,84,4,19,13,29
330,28,13,98,18,7,39,3833
341,18,7,87,2,5,65,179
333,18,8,91,4,21,61,188
328,27,14,93,14,13,41,2748
304,30,16,71,16,13,31,36
311,22,8,85,12,21,21,2699
332,28,15,97,14,9,23,503
284,11,7,56,4,21,19,953
290,10,5,55,2,17,35,29
306,25,8,67,12,15,63,30
296,19,8,64,14,9,59,3313
331,33,14,88,16,9,61,572
324,33,15,91,16,21,37,4209
326,21,10,87,12,7,63,3087
282,15,5,44,4,7,13,2151
311,14,5,69,2,9,29,36
322,13,5,81,4,13,61,985
284,9,4,49,2,15,35,320
325,15,5,80,2,7,35,1108
317,19,12,77,8,17,71,34
329,29,13,99,20,9,47,2175.5
329,17,11,79,2,7,53,121
324,29,10,88,18,7,57,43
354,33,16,114,14,21,59,3737
328,31,15,96,18,17,51,37
331,20,9,103,10,19,19,29
321,30,16,79,14,11,59,1435
322,21,10,85,8,11,23,1921
267,12,6,34,6,5,15,27
330,18,8,103,12,19,45,29
316,17,9,75,2,15,23,2199
306,19,9,78,14,9,35,1160
304,14,11,64,2,15,35,32
303,30,17,72,20,3,29,3871
328,18,12,85,4,17,55,31
328,24,11,108,18,19,27,275.5
292,21,8,54,10,3,25,2688
308,10,4,82,6,15,15,28
316,30,12,77,14,11,41,34
338,27,16,93,12,11,75,276
325,22,10,89,10,21,61,3689
318,25,9,92,16,21,43,266
310,15,8,71,6,15,63,29
335,20,9,100,10,17,55,3879
324,22,13,76,8,7,71,906
302,22,8,73,10,21,19,42
340,30,15,87,10,7,73,2196
310,25,11,60,8,7,65,28
298,12,3,65,4,13,19,336
358,31,14,122,16,19,61,580
335,30,18,100,18,17,75,2187
315,30,15,76,12,17,39,278
304,26,12,66,14,11,59,32
292,16,6,48,6,3,51,6807
322,19,7,76,2,19,53,32
325,26,12,92,12,15,21,265
323,35,19,87,20,9,47,1359
328,19,5,90,6,17,39,4048.5
340,26,13,112,16,21,49,138
330,23,13,100,12,19,33,265
290,21,8,63,14,13,29,2188
351,30,15,119,14,21,29,957.5
339,33,15,101,18,17,75,73
312,23,7,70,10,15,73,3077
323,27,15,88,12,17,33,1996.5
300,23,13,62,8,13,23,33
321,32,19,92,20,15,41,1987
327,15,5,88,4,19,55,2248.5
320,20,8,92,14,17,53,284.5
306,17,7,61,4,13,61,41
312,12,8,80,4,21,37,5896
317,33,15,89,20,15,29,32
304,19,10,65,6,13,33,154
321,15,8,76,4,7,55,2510
313,17,11,67,2,5,23,27
327,16,5,86,4,17,55,336
324,14,11,87,2,21,35,36
295,15,6,60,6,15,39,2964
280,14,4,45,6,5,15,272.5
310,16,6,70,2,17,29,184
332,29,16,100,14,17,23,3905
329,35,17,82,18,5,81,1444
316,26,12,95,20,15,29,30
279,14,7,49,10,7,31,4789
318,29,15,82,16,11,49,2198.5
302,19,10,71,10,17,37,27
315,21,9,76,8,9,29,32
295,20,7,62,12,9,39,2894.5
348,31,15,106,12,15,45,125
334,27,12,88,8,19,65,38
320,30,19,91,18,13,27,3868
312,21,9,83,14,15,47,33
316,33,12,80,20,5,47,308
342,37,17,105,18,19,51,1239
309,17,10,66,6,7,51,88
323,33,16,84,16,17,61,30
318,31,18,85,20,19,83,1814
307,31,13,69,20,3,65,2236
310,19,9,65,8,3,59,38
302,12,4,71,6,19,45,38
290,20,10,64,16,5,25,3873
292,23,13,53,12,7,51,130
348,16,4,105,2,21,59,32
338,29,15,105,16,17,49,2531
309,18,11,81,10,19,31,27
300,18,12,53,6,3,57,4951
344,32,16,109,18,21,75,886
315,15,7,77,6,17,63,2222.5
327,27,13,87,14,7,53,27
315,12,9,73,2,11,47,728
295,17,6,63,10,9,31,2248
340,29,14,90,8,15,65,33
324,11,5,96,8,21,59,278.5
324,33,18,87,16,15,43,2824
324,19,9,86,8,21,71,242
329,26,11,92,16,5,55,61
321,24,12,76,8,9,47,791
327,19,7,79,2,9,35,717
313,22,11,75,4,21,13,2428
298,16,8,59,4,11,25,33
300,21,12,56,4,7,13,2895
327,35,16,89,16,11,25,30
338,26,13,104,10,21,25,358
309,21,11,82,12,19,27,2147
315,21,10,79,14,3,53,84
327,27,14,90,14,17,65,27
333,28,14,91,10,19,55,1303
320,18,7,86,8,17,41,532
315,29,11,81,18,5,39,29
318,26,9,83,14,15,53,275.5
315,25,14,87,16,15,37,2999
312,16,10,64,4,7,67,2384
314,26,12,87,18,11,33,65
281,14,8,46,8,7,41,3821
324,32,16,87,16,9,31,1204
308,20,9,78,14,11,47,1124
310,14,4,71,4,13,43,673.5
321,21,7,80,8,5,29,2229
305,26,16,71,16,7,43,280
302,15,9,65,4,11,19,57
327,36,19,88,18,9,39,2451.5
313,13,7,72,2,17,53,1495
314,11,7,72,2,13,59,57
318,29,15,81,14,13,41,1760
353,37,17,114,20,11,59,1245
332,24,13,97,12,19,57,258.5
321,17,9,80,4,15,43,255
320,17,8,84,4,17,19,2807
313,26,16,67,12,3,63,1446
315,23,13,84,12,21,45,295
343,34,20,106,20,17,83,2791
320,20,12,86,10,21,61,71
318,31,17,87,18,13,33,371
313,22,12,69,8,9,53,1053
335,15,10,91,4,13,67,2189
320,31,13,75,14,5,53,26
302,22,12,71,14,7,29,24
325,22,9,99,14,19,35,4205
300,15,9,66,4,21,31,983
275,8,3,48,4,17,19,267.5
325,17,10,82,4,15,55,2030
326,19,7,86,6,21,63,2768
279,12,5,40,4,3,25,252
290,13,6,55,10,5,61,286
297,15,5,63,4,19,25,1418
331,13,7,94,4,19,55,127
345,30,16,96,12,5,63,208
316,22,9,79,10,13,43,2313.5
314,21,10,72,10,11,73,48
313,22,8,80,8,19,17,42
325,20,7,89,8,21,53,5527
353,35,19,116,20,19,83,65
308,22,11,62,4,7,19,33
310,13,7,78,6,21,51,1575
334,26,13,92,8,19,47,44
301,14,9,66,6,11,33,277.5
321,24,13,97,18,17,45,47
345,25,13,117,18,17,63,2015
327,19,13,90,6,21,45,44
336,28,9,93,16,5,79,1133
287,20,10,52,16,3,73,4229
309,18,6,68,8,7,53,1111
310,14,10,64,2,5,41,30
329,14,7,96,6,17,39,5178
325,31,16,88,18,7,51,54
322,21,10,86,6,21,27,53
319,28,11,81,14,5,29,37
345,21,8,98,6,13,69,1337
342,25,14,100,8,17,47,86
318,15,5,76,6,9,63,32
338,35,16,106,18,19,33,2203.5
318,15,10,71,2,3,35,35
305,17,11,59,4,5,43,197
306,20,6,61,10,3,73,3020
302,22,8,75,14,19,41,34
286,26,13,58,20,3,35,283.5
290,16,7,55,10,7,49,4693
295,27,15,69,20,7,29,620
327,33,19,90,18,9,45,31
333,30,17,103,20,19,71,33
325,27,12,85,12,11,45,2693
318,30,14,72,10,15,55,423
332,24,13,108,18,21,57,27
318,36,19,70,18,3,75,3367
333,10,4,95,2,19,59,29
277,7,4,41,2,11,41,182
317,32,16,82,20,5,47,1273
315,29,12,79,16,5,31,63
355,38,20,113,20,11,71,30
350,33,18,112,18,17,75,2372
309,29,13,74,16,9,37,2155
316,25,15,74,14,5,71,31
331,29,15,95,12,21,39,39
325,27,14,88,14,11,47,4081
342,32,18,105,18,19,81,182
323,31,13,81,14,7,41,30
339,29,16,98,12,19,63,2651
307,9,2,64,2,5,53,27
316,15,10,83,6,21,45,3233
312,22,11,68,6,3,15,928.5
326,37,18,82,20,9,83,767
313,29,11,86,18,19,39,28
329,22,13,88,8,11,41,989
274,15,7,38,8,3,29,3151
321,18,10,78,6,15,69,507.5
331,28,12,104,16,21,31,29
345,37,17,111,20,19,53,3319
325,26,11,83,12,11,63,202
315,18,12,74,4,7,13,24
318,16,10,84,4,21,25,1151
314,15,11,76,2,17,23,351
291,23,12,50,10,3,31,2737
310,22,8,73,14,5,59,55
319,28,15,81,14,13,53,2212.5
328,39,19,82,18,13,75,31
325,22,10,89,16,3,67,88
321,16,6,75,6,5,69,3950
328,31,16,95,20,11,59,31
329,20,12,75,4,3,67,31
299,24,13,66,16,9,55,1916
307,27,11,77,18,13,51,349
343,31,13,103,18,5,63,271
312,14,8,84,6,19,15,37
312,13,5,82,8,19,53,1422
299,29,12,74,20,15,35,3596
291,21,6,48,8,3,35,42
314,20,12,73,4,17,31,3799
297,15,7,63,8,3,17,32
348,38,17,105,20,11,77,331
306,15,3,66,2,15,29,1968
286,12,5,55,8,3,17,23
310,22,12,70,8,13,41,265
289,9,4,54,4,7,31,407
300,17,7,65,8,13,41,1481
335,28,11,90,12,13,75,33
305,23,13,69,10,11,25,33
316,18,9,73,10,3,73,2218.5
304,17,7,63,4,5,13,4245
294,12,2,60,2,21,29,36
300,21,14,52,8,5,71,3183
308,19,11,77,12,19,63,1997
311,33,16,84,20,19,35,39
321,31,15,75,16,3,73,511
316,26,12,87,20,11,65,1033
302,23,8,62,12,9,63,318.5
303,12,6,58,2,9,59,30
334,22,13,101,14,15,65,2368
317,24,8,85,12,19,39,33
308,24,11,63,6,9,27,96
336,32,12,101,20,17,83,1432
314,19,11,85,8,21,17,4057
318,14,7,76,2,7,23,266.5
307,8,2,65,2,7,59,31
320,16,4,76,2,17,53,2362.5
371,31,15,130,14,21,77,30
339,22,12,102,12,17,75,93
321,17,9,97,12,19,33,3962
304,13,2,69,2,19,23,32
309,18,7,71,8,3,23,43
295,9,4,53,2,5,47,2017
319,16,6,73,2,17,65,31
300,9,3,59,2,13,65,52
333,27,10,94,12,13,45,63
337,35,17,98,18,11,51,5289
298,18,5,59,4,15,25,35
297,12,3,69,4,21,13,265
310,10,6,75,2,15,29,3956
348,36,17,108,16,21,61,32
330,28,14,87,10,15,49,385.5
307,19,5,69,8,5,23,1819
332,31,12,101,16,17,25,28
350,33,16,108,12,19,45,31
319,29,16,80,14,9,41,1537
309,20,8,62,2,9,23,1697
302,17,8,59,6,3,39,29
306,20,6,71,8,21,47,27
324,38,20,89,20,17,47,4272
315,12,9,67,2,5,65,1245
340,32,14,102,20,5,65,32
331,18,11,81,4,5,61,1761
288,24,16,46,12,3,51,32
295,17,6,58,10,3,43,155
324,22,9,85,8,13,35,41
317,31,14,79,18,13,75,2226.5
329,14,11,89,2,19,47,29
355,36,17,114,16,19,61,222
330,28,11,101,16,19,37,2262.5
343,29,11,104,14,17,65,30
341,26,12,105,12,17,45,32
316,11,3,71,2,3,47,4681
333,26,13,88,8,11,41,34
311,20,8,71,8,15,59,38
315,8,3,81,4,17,61,498
334,21,10,88,8,7,65,1308
313,18,8,71,8,9,65,180
301,20,6,53,6,5,57,274.5
282,14,3,37,4,3,49,3966
297,14,9,62,6,7,21,982
347,27,15,112,12,21,45,186
308,23,11,75,16,7,55,2537
318,29,13,90,20,21,71,190
311,25,14,68,8,11,35,32
327,24,14,90,12,13,51,1477
338,29,14,97,12,11,39,1237
316,16,5,80,8,17,65,266
327,18,6,97,10,21,49,267.5
322,22,13,71,6,7,69,3954
302,26,12,70,16,11,43,173
284,21,9,38,4,5,19,58
317,19,10,77,12,5,75,1319
291,16,5,57,6,17,33,29
322,22,8,73,6,7,57,550
335,17,11,100,4,19,19,43
343,26,11,108,12,19,45,2076
337,32,15,100,14,19,41,279.5
312,34,17,77,20,11,53,2296
312,12,6,75,2,21,47,4219
322,21,9,75,6,9,57,90
309,17,8,62,2,13,53,906
297,21,9,62,8,15,23,1888
322,32,12,87,18,9,39,183
302,18,8,65,6,11,21,24
326,22,12,94,12,15,39,28
323,29,12,99,18,21,27,2223
309,20,13,66,8,3,41,3072
297,25,11,67,18,5,39,261.5
359,30,12,116,14,13,71,3308
310,25,8,76,14,7,29,30
339,35,16,100,20,7,59,1218
314,34,17,77,18,9,39,1478
325,23,11,79,10,5,67,49
307,24,8,70,14,11,65,120
337,28,13,108,20,21,83,1821
322,23,8,79,8,15,59,2805
311,17,5,68,4,17,61,56
311,20,10,83,12,13,21,61
307,10,3,69,4,9,49,4292
321,31,16,87,16,21,55,2552.5
304,20,7,57,4,5,31,268.5
292,23,9,63,16,5,25,1230
315,23,12,80,14,3,35,91
306,14,4,61,4,5,55,986
327,32,13,98,18,17,27,48
301,9,4,73,6,11,21,2229
332,34,15,99,18,13,27,42
323,26,13,91,20,11,83,28
332,23,9,104,14,17,35,2333
318,24,11,81,10,9,19,58
318,22,11,87,18,5,63,31
331,25,10,86,10,3,43,1937
297,18,9,47,2,5,41,2766
287,12,9,53,2,15,11,274.5
329,28,18,98,16,15,37,37
305,16,6,70,4,17,19,1507
286,13,2,39,2,3,47,2183
304,25,11,79,18,21,57,81
320,23,13,98,16,21,31,2236.5
333,16,7,84,2,11,65,34
306,27,15,80,20,9,35,28
312,18,5,75,6,17,39,2755
296,13,8,47,2,3,59,23
298,15,11,51,2,7,47,268.5
304,20,6,63,8,3,29,479
321,31,13,92,20,17,53,4394.5
318,25,8,77,12,3,39,267.5
303,13,7,68,6,3,15,30
355,35,18,112,16,15,67,2243
330,17,4,88,4,17,55,32
300,13,5,62,8,7,65,114
298,17,4,50,4,3,49,3067
325,25,15,91,14,7,29,32
337,19,11,90,2,17,53,29
342,17,4,98,4,17,67,1204
325,18,7,81,4,15,55,581
343,21,13,107,12,17,75,67
305,23,11,75,14,13,35,35
294,12,4,58,4,7,19,6899
323,25,12,87,8,19,17,398.5
307,33,17,70,18,3,27,28
332,32,20,99,20,13,59,2117
299,17,7,73,12,11,21,37
307,23,13,66,8,9,29,414.5
326,33,14,87,20,5,65,845
290,6,2,60,2,19,35,1188
301,26,16,67,14,7,23,231
312,30,15,68,12,3,27,424
333,21,11,86,2,15,35,2275
312,16,6,72,8,5,53,35
333,37,17,99,20,15,41,30
307,9,2,67,2,5,35,8521
320,25,13,86,10,21,31,34
304,16,11,65,6,9,39,29
340,38,20,100,20,9,53,335
318,25,12,77,12,7,51,918
315,31,17,75,14,5,23,110
295,29,14,58,16,3,31,274
329,33,15,89,20,5,71,3415
343,34,14,108,20,19,77,32
296,15,4,50,4,9,67,184
324,23,8,85,8,13,29,3439
329,28,14,73,8,3,71,43
345,21,12,102,4,19,43,274.5
323,18,6,83,6,15,51,5224
330,19,5,93,8,15,47,66
330,10,5,94,2,19,47,28
322,30,17,92,18,17,45,38
329,15,10,89,2,19,41,2292
335,31,17,95,16,13,67,334.5
315,20,9,78,4,19,13,30
337,31,11,103,20,11,65,3963
300,21,12,76,14,19,29,37
312,25,10,75,16,3,55,490
341,27,13,90,8,5,53,1996
322,18,11,75,2,11,41,31
331,16,6,87,2,21,65,28
307,13,9,74,2,21,17,2515
319,19,9,81,8,15,53,2270.5
316,24,12,90,14,21,29,40
317,30,11,88,18,17,39,911.5
335,20,8,98,6,15,21,4221
300,24,14,60,10,5,25,166
311,38,20,71,20,3,35,37
295,15,7,62,4,17,13,1097.5
316,27,14,77,16,11,79,140
330,30,12,102,20,21,65,512
330,29,12,98,18,13,51,272
336,24,11,109,18,19,69,2972
325,17,9,85,4,17,43,30
337,31,14,102,14,21,41,1157
325,28,14,75,10,7,67,4003
319,15,7,75,6,7,69,32
310,19,9,79,16,11,79,35
311,29,11,79,16,15,37,1663.5
316,29,15,67,12,3,63,237
307,15,7,74,10,9,49,39
294,18,6,55,10,7,61,25
345,22,10,103,8,13,53,2357
328,19,7,93,4,21,13,2492
356,39,20,119,20,17,53,36
308,22,9,69,10,13,55,2264.5
327,25,9,88,10,9,25,31
291,10,5,55,6,3,39,1193
314,16,11,76,6,13,45,1117
332,30,13,97,18,9,51,2259.5
344,34,20,102,20,3,71,266.5
333,21,11,105,16,21,79,28
280,16,6,53,10,13,19,3644
283,14,2,40,2,3,17,814.5
328,24,14,94,10,19,31,266.5
329,14,8,90,2,15,29,2342
293,21,8,53,10,5,43,180
319,25,10,91,18,17,63,33
322,23,15,80,10,11,61,443
299,20,12,52,4,5,31,2250
308,17,9,79,12,17,57,3802.5
299,23,13,65,8,19,17,278
344,29,11,114,20,21,83,4030
325,19,6,87,8,11,41,30
318,26,11,85,18,5,51,29
315,12,4,71,2,9,53,1367
280,8,3,43,2,9,35,2244.5
340,38,18,105,20,13,35,29
337,28,9,100,16,17,79,31
331,30,14,93,14,11,35,2418.5
316,21,10,72,4,9,19,368.5
297,7,3,72,4,21,25,261.5
326,21,7,90,12,15,69,3039
289,11,6,45,2,3,41,3783
296,25,14,67,18,9,45,38
329,34,14,92,18,19,69,963
305,23,11,71,10,13,19,559
313,11,6,80,6,19,63,49
314,30,11,80,18,7,39,130
302,15,6,71,10,5,25,2817
334,19,7,86,2,17,59,434
335,33,16,102,20,11,47,30
335,31,11,101,18,11,45,3276
309,29,16,76,18,9,45,32
347,29,15,114,20,15,83,273.5
280,10,4,47,4,7,13,844
298,26,14,63,14,11,41,5059
312,17,10,80,10,13,43,39
327,14,6,102,10,21,43,27
296,16,10,52,6,5,57,2965
323,29,16,79,16,5,79,63
331,24,12,85,4,13,25,173
308,24,13,70,16,3,67,3902
329,21,7,95,8,17,23,31
306,11,8,69,2,9,17,275
339,18,11,98,8,13,71,1801
338,25,12,87,8,5,65,138
321,29,14,88,20,15,83,271
341,23,10,95,4,19,49,28
310,15,7,69,6,11,63,6710
293,27,11,66,20,7,35,38
310,21,11,83,14,13,29,30
306,21,10,59,6,5,45,3883
353,22,10,115,10,21,73,30
311,19,9,67,10,3,73,85
314,20,13,70,8,5,53,1742
315,13,6,83,10,13,67,35
325,25,12,89,16,13,79,36
330,22,11,85,2,17,23,2849
309,25,10,78,14,17,41,2507
329,30,15,92,16,19,73,189
319,21,7,85,8,17,23,36
311,23,8,76,14,7,47,5270
307,25,11,76,18,9,57,41
345,32,18,111,18,19,63,1781.75
303,26,13,58,8,7,29,807
317,18,4,73,6,5,45,762
315,24,13,88,18,13,51,4215
354,35,16,110,16,13,67,60
284,8,2,55,2,17,11,56
339,34,13,100,20,9,71,3483.5
312,20,8,80,8,21,29,2331
297,27,12,72,20,9,29,63
335,29,14,104,20,13,65,288.5
329,37,19,84,20,5,77,3262
297,11,5,64,8,13,65,629.5
322,27,12,77,12,9,69,20
293,11,2,51,2,5,35,3004
309,24,11,87,18,17,33,138
312,20,10,69,6,13,51,203
314,28,14,85,20,5,35,767.5
297,18,7,56,8,5,47,6232
305,12,7,68,4,9,31,420
345,28,17,108,14,21,71,489
308,15,5,72,8,11,53,2290
322,31,14,75,16,3,79,4303.5
314,25,11,81,14,11,35,546
334,27,13,83,6,15,63,98
323,12,7,87,2,17,29,1356
313,15,6,67,4,9,67,26
309,28,15,85,20,15,35,28
337,24,11,95,8,19,59,3778
312,14,6,71,4,11,49,27
302,19,9,69,12,13,57,26
326,31,15,89,16,11,43,3132
267,12,5,35,6,7,15,24
335,17,11,86,2,11,59,23
278,16,8,42,6,7,15,1227
306,26,15,64,10,5,25,2281.5
298,17,12,56,4,13,43,255
303,11,4,66,6,9,57,36
322,12,4,86,4,15,43,2284
308,14,4,61,2,7,53,1063
294,22,8,53,8,11,41,254
327,31,15,90,18,13,69,1706
330,29,16,83,12,5,57,25
318,27,12,74,8,15,41,252.5
288,19,7,50,10,5,43,256
351,31,14,111,12,21,51,2304
335,30,15,84,10,11,73,23
317,30,13,74,16,5,67,21
331,22,10,91,14,3,71,3219
329,20,9,86,6,19,69,1853.5
319,23,15,83,12,7,33,22
288,22,12,65,16,15,25,779
341,34,17,102,20,7,65,889
301,14,5,63,6,7,39,256.5
297,17,5,58,6,3,15,25
344,34,16,106,16,19,55,2278.5
327,26,13,84,10,3,25,1023.5
286,21,6,49,8,9,17,363
296,16,10,57,8,13,71,1233.5
343,35,15,110,18,21,45,232
327,26,10,90,10,19,37,24
292,22,12,56,12,3,27,255
298,27,16,71,18,11,27,2260.5
355,33,17,114,14,21,65,722
323,23,14,81,8,19,65,22
324,25,13,84,8,17,35,2814
321,18,8,92,12,17,51,23
312,34,13,73,20,5,59,23
340,26,13,93,6,15,45,938
296,24,14,54,8,7,23,2266
334,26,14,95,12,17,63,20
304,14,6,72,8,17,53,386.5
320,12,5,87,8,15,65,2272
315,26,10,85,16,15,43,14
302,14,3,63,4,13,43,21
334,25,13,89,6,13,33,1160.5
289,17,8,47,4,5,19,77
327,30,11,92,18,15,69,264
310,15,4,60,2,7,65,128
319,14,3,77,2,17,53,2270
311,34,15,70,18,3,45,24
313,20,10,65,4,7,43,293
294,22,7,63,12,13,27,2775
323,21,9,89,8,19,29,27
306,17,6,62,6,3,45,25
302,22,13,67,14,5,47,955
349,32,16,112,16,21,67,701
322,32,15,84,20,3,59,254
281,19,12,44,10,5,37,35
308,18,7,72,12,5,57,3346
317,35,16,78,20,3,47,672.5
336,30,16,87,12,5,63,21
298,24,11,72,16,13,25,2920
315,28,17,82,16,15,49,24
324,24,10,84,8,9,17,271.5
321,21,10,79,8,11,53,456
339,34,16,98,18,11,69,2263.5
326,28,11,96,20,15,71,259.5
318,25,10,87,16,11,43,20
316,31,19,79,20,5,65,4036
323,16,10,81,8,5,65,210
316,23,12,83,14,15,59,6039
326,24,14,90,12,19,63,1623
318,27,11,73,12,7,63,2299.5
351,40,19,105,20,11,83,258
341,29,15,108,20,9,65,67
311,20,10,81,14,9,41,2284
305,23,12,63,14,3,77,22
318,19,7,86,12,7,33,31
312,27,10,84,16,19,37,1655.5
337,36,17,95,16,19,67,2290
334,34,19,100,20,7,35,259
311,26,15,67,12,5,57,21
327,35,20,100,20,21,29,2281
338,30,16,103,14,19,41,555.5
320,34,15,87,20,15,53,22
